,aap,adsk,avgo,bud,chtr,cmcsa,crc,dltr,dspg,fb,goog,lbrdk,low,lsxma,lyb,mar,mgm,mpc,pcln,portfolioreturn,portfoliostandarddeviation,px,sbac,stz,unp,wlk,returnoverrisk
229,0.03,0.06,0.01,0.07,0.01,0.01,0.09,0.03,0.02,0.01,0.03,0.05,0.03,0.05,0.05,0.15,0.02,0.07,0.05,0.0959744167365,0.00682702716361,0.05,0.01,0.06,0.01,0.03,14.0580100879
230,0.05,0.03,0.08,0.04,0.04,0.06,0.01,0.03,0.02,0.01,0.06,0.07,0.01,0.04,0.02,0.12,0.01,0.02,0.01,0.130605266996,0.00820914726694,0.06,0.06,0.09,0.04,0.02,15.9097239639
231,0.02,0.01,0.01,0.03,0.05,0.05,0.01,0.07,0.02,0.01,0.02,0.02,0.07,0.08,0.08,0.13,0.06,0.02,0.02,0.131582631948,0.00776161211727,0.04,0.04,0.05,0.06,0.03,16.9530027989
232,0.04,0.01,0.11,0.08,0.02,0.02,0.03,0.01,0.01,0.01,0.01,0.01,0.04,0.02,0.08,0.07,0.04,0.02,0.03,0.119944194551,0.00701329087483,0.09,0.01,0.08,0.09,0.07,17.1024126464
233,0.01,0.06,0.09,0.09,0.07,0.05,0.01,0.02,0.03,0.05,0.01,0.04,0.06,0.05,0.03,0.01,0.01,0.01,0.1,0.123213258155,0.00737544884208,0.05,0.04,0.01,0.09,0.01,16.7058657436
234,0.04,0.05,0.02,0.01,0.01,0.09,0.03,0.12,0.01,0.02,0.05,0.04,0.12,0.01,0.07,0.02,0.15,0.02,0.03,0.104404120703,0.00714301289318,0.03,0.01,0.02,0.01,0.02,14.6162581902
235,0.03,0.06,0.03,0.02,0.04,0.09,0.02,0.06,0.05,0.03,0.02,0.06,0.05,0.05,0.06,0.08,0.01,0.04,0.08,0.112299099755,0.00704008967236,0.05,0.02,0.03,0.01,0.01,15.9513734883
236,0.12,0.01,0.02,0.07,0.01,0.02,0.05,0.01,0.02,0.05,0.07,0.01,0.07,0.03,0.04,0.01,0.03,0.01,0.08,0.0661600612447,0.00731557890619,0.04,0.05,0.09,0.02,0.07,9.04372191087
237,0.02,0.02,0.2,0.01,0.01,0.02,0.01,0.02,0.04,0.02,0.05,0.01,0.02,0.01,0.01,0.07,0.09,0.06,0.11,0.150434276141,0.0076669664153,0.04,0.03,0.06,0.05,0.02,19.6210949666
238,0.02,0.03,0.01,0.08,0.01,0.05,0.06,0.08,0.01,0.01,0.1,0.04,0.02,0.06,0.02,0.04,0.01,0.07,0.04,0.0760309609089,0.00804681993582,0.02,0.03,0.01,0.17,0.01,9.44857241933
239,0.03,0.12,0.01,0.01,0.01,0.07,0.03,0.01,0.08,0.1,0.03,0.02,0.01,0.02,0.01,0.02,0.02,0.04,0.19,0.137006793124,0.00650630726827,0.06,0.01,0.04,0.01,0.05,21.0575350157
240,0.02,0.05,0.01,0.01,0.04,0.01,0.09,0.05,0.02,0.05,0.01,0.01,0.02,0.05,0.07,0.08,0.18,0.05,0.03,0.118491802295,0.00730935830352,0.01,0.02,0.05,0.04,0.03,16.2109719314
241,0.01,0.03,0.04,0.01,0.01,0.03,0.04,0.02,0.02,0.05,0.12,0.12,0.06,0.07,0.02,0.02,0.11,0.01,0.11,0.119543968378,0.00695103074286,0.01,0.02,0.03,0.03,0.01,17.1980203801
242,0.14,0.06,0.03,0.01,0.03,0.02,0.05,0.01,0.04,0.09,0.07,0.01,0.02,0.01,0.12,0.02,0.05,0.03,0.01,0.0705886623672,0.00711107011672,0.04,0.01,0.07,0.01,0.05,9.92658787055
243,0.02,0.09,0.03,0.01,0.01,0.03,0.01,0.02,0.02,0.01,0.05,0.11,0.02,0.02,0.08,0.01,0.02,0.04,0.02,0.154327113878,0.00881533387312,0.14,0.09,0.09,0.04,0.02,17.5066669169
244,0.05,0.04,0.02,0.03,0.04,0.02,0.12,0.02,0.03,0.01,0.05,0.01,0.09,0.02,0.1,0.02,0.04,0.06,0.03,0.0521995203384,0.0068270510588,0.09,0.01,0.03,0.02,0.05,7.6459835863
245,0.19,0.01,0.04,0.02,0.02,0.01,0.01,0.05,0.04,0.04,0.03,0.06,0.03,0.03,0.03,0.01,0.02,0.1,0.07,0.0411632677159,0.0065161896931,0.03,0.01,0.02,0.03,0.1,6.31707633673
246,0.07,0.01,0.04,0.01,0.02,0.13,0.02,0.01,0.03,0.19,0.01,0.02,0.01,0.01,0.03,0.04,0.04,0.03,0.04,0.115637064015,0.0086238978063,0.01,0.09,0.05,0.08,0.01,13.40890936
247,0.02,0.04,0.23,0.01,0.07,0.09,0.01,0.01,0.02,0.01,0.01,0.02,0.18,0.03,0.04,0.02,0.03,0.03,0.02,0.115027473028,0.00810009489274,0.01,0.04,0.01,0.02,0.03,14.2007562321
248,0.09,0.01,0.01,0.14,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.08,0.02,0.01,0.03,0.12,0.02,0.100774866315,0.00634645428339,0.22,0.02,0.04,0.01,0.08,15.8789241702
249,0.04,0.09,0.02,0.03,0.09,0.08,0.07,0.04,0.03,0.03,0.03,0.02,0.01,0.07,0.01,0.01,0.04,0.09,0.01,0.0934107002974,0.00788158093037,0.02,0.07,0.01,0.04,0.05,11.8517720141
250,0.04,0.01,0.02,0.04,0.06,0.08,0.02,0.07,0.02,0.01,0.02,0.09,0.08,0.01,0.12,0.01,0.01,0.06,0.05,0.0898032304956,0.0071673191157,0.07,0.04,0.02,0.01,0.04,12.5295426429
251,0.01,0.03,0.1,0.03,0.01,0.05,0.04,0.05,0.02,0.02,0.01,0.02,0.02,0.06,0.02,0.1,0.01,0.07,0.01,0.125668110534,0.00829620865353,0.04,0.05,0.08,0.13,0.02,15.1476554873
252,0.03,0.05,0.04,0.06,0.05,0.01,0.03,0.07,0.03,0.07,0.01,0.03,0.08,0.04,0.07,0.02,0.03,0.01,0.1,0.113577896365,0.00768072916087,0.07,0.06,0.01,0.02,0.01,14.7873846332
253,0.01,0.14,0.02,0.03,0.01,0.05,0.04,0.04,0.01,0.01,0.05,0.01,0.08,0.01,0.07,0.02,0.04,0.02,0.02,0.14288079389,0.00930586160754,0.05,0.09,0.1,0.07,0.01,15.3538489949
254,0.01,0.04,0.24,0.05,0.01,0.18,0.01,0.01,0.06,0.03,0.02,0.01,0.03,0.03,0.02,0.01,0.01,0.02,0.02,0.131312328234,0.00771874933326,0.06,0.02,0.09,0.01,0.01,17.0121249654
255,0.01,0.01,0.03,0.06,0.02,0.02,0.15,0.04,0.01,0.04,0.01,0.08,0.09,0.01,0.04,0.01,0.02,0.07,0.01,0.0598074451654,0.0109350348025,0.02,0.17,0.02,0.04,0.02,5.46934200443
256,0.04,0.02,0.01,0.08,0.04,0.05,0.05,0.02,0.01,0.01,0.03,0.07,0.01,0.1,0.02,0.01,0.09,0.02,0.03,0.0906423150919,0.00756839749621,0.07,0.05,0.03,0.12,0.02,11.9764210505
257,0.01,0.05,0.04,0.07,0.01,0.08,0.04,0.15,0.02,0.06,0.02,0.01,0.09,0.01,0.02,0.03,0.06,0.05,0.01,0.124374426246,0.00730238399736,0.02,0.04,0.04,0.01,0.06,17.0320304014
258,0.13,0.02,0.03,0.04,0.05,0.02,0.03,0.01,0.07,0.09,0.08,0.05,0.05,0.03,0.01,0.01,0.01,0.02,0.03,0.0797156386373,0.00993239126426,0.01,0.14,0.02,0.01,0.04,8.02582545495
259,0.03,0.01,0.06,0.01,0.02,0.05,0.01,0.02,0.07,0.05,0.06,0.16,0.01,0.03,0.09,0.03,0.02,0.03,0.01,0.132925580186,0.00690063221745,0.05,0.04,0.03,0.03,0.08,19.2628118696
260,0.03,0.01,0.01,0.04,0.05,0.01,0.02,0.03,0.01,0.02,0.01,0.02,0.07,0.07,0.07,0.18,0.02,0.05,0.07,0.118929265324,0.00824654093819,0.03,0.06,0.02,0.09,0.01,14.4217152641
261,0.01,0.02,0.01,0.04,0.01,0.02,0.05,0.03,0.03,0.02,0.04,0.06,0.07,0.03,0.02,0.03,0.11,0.01,0.01,0.14516546644,0.0124617638179,0.03,0.2,0.08,0.06,0.01,11.6488699803
262,0.02,0.02,0.03,0.03,0.08,0.02,0.07,0.01,0.12,0.03,0.05,0.06,0.02,0.02,0.08,0.03,0.01,0.01,0.05,0.107264631179,0.00756378978539,0.03,0.03,0.09,0.05,0.04,14.1813342547
263,0.06,0.03,0.03,0.04,0.05,0.01,0.05,0.01,0.08,0.01,0.12,0.02,0.02,0.01,0.07,0.02,0.04,0.06,0.02,0.102576957614,0.008849167184,0.01,0.08,0.1,0.05,0.01,11.5917074998
264,0.13,0.03,0.02,0.05,0.02,0.01,0.01,0.06,0.09,0.06,0.02,0.01,0.01,0.02,0.01,0.06,0.08,0.01,0.06,0.10743899791,0.00855051511364,0.05,0.1,0.02,0.01,0.06,12.5652076491
265,0.06,0.01,0.09,0.03,0.03,0.08,0.03,0.13,0.03,0.02,0.08,0.01,0.03,0.01,0.13,0.02,0.01,0.01,0.01,0.0833783541891,0.00779206166547,0.06,0.02,0.05,0.02,0.03,10.7004227852
266,0.01,0.08,0.05,0.02,0.02,0.01,0.03,0.04,0.02,0.04,0.1,0.01,0.01,0.01,0.13,0.06,0.03,0.02,0.1,0.129203751629,0.00759302674994,0.02,0.01,0.03,0.12,0.03,17.016106473
267,0.06,0.01,0.02,0.05,0.04,0.14,0.04,0.01,0.08,0.02,0.03,0.02,0.02,0.01,0.07,0.01,0.03,0.07,0.01,0.0845831454133,0.00705080339332,0.03,0.04,0.05,0.07,0.07,11.9962422287
268,0.03,0.02,0.01,0.03,0.01,0.02,0.03,0.02,0.02,0.03,0.05,0.01,0.01,0.04,0.12,0.23,0.02,0.02,0.04,0.144157992656,0.00815856780584,0.02,0.03,0.12,0.04,0.03,17.6695219169
269,0.04,0.03,0.03,0.02,0.04,0.02,0.02,0.02,0.02,0.02,0.09,0.01,0.03,0.09,0.01,0.08,0.04,0.02,0.01,0.152209746742,0.011270863552,0.04,0.16,0.1,0.01,0.05,13.5047102681
270,0.11,0.02,0.02,0.04,0.04,0.08,0.09,0.02,0.03,0.04,0.07,0.04,0.04,0.01,0.07,0.06,0.02,0.03,0.03,0.0304967976884,0.00716284549604,0.06,0.03,0.02,0.02,0.01,4.25763723443
271,0.02,0.03,0.06,0.02,0.03,0.02,0.1,0.01,0.03,0.16,0.03,0.01,0.06,0.01,0.07,0.02,0.02,0.07,0.01,0.105658968643,0.00834017231876,0.01,0.09,0.02,0.04,0.06,12.6686793276
272,0.02,0.13,0.04,0.01,0.01,0.03,0.04,0.13,0.03,0.07,0.02,0.02,0.01,0.04,0.02,0.04,0.02,0.04,0.06,0.139051109375,0.00727819511033,0.13,0.03,0.01,0.01,0.04,19.1051637484
273,0.04,0.01,0.09,0.06,0.05,0.06,0.01,0.04,0.03,0.01,0.02,0.02,0.02,0.16,0.12,0.01,0.04,0.02,0.06,0.0972847218661,0.00768829723521,0.02,0.04,0.04,0.02,0.01,12.6536109219
274,0.01,0.01,0.01,0.12,0.07,0.01,0.02,0.06,0.03,0.09,0.01,0.07,0.05,0.03,0.06,0.08,0.04,0.05,0.04,0.1301582996,0.00698218789113,0.04,0.04,0.01,0.04,0.01,18.6414776614
275,0.05,0.01,0.05,0.04,0.02,0.01,0.12,0.01,0.03,0.03,0.04,0.02,0.11,0.04,0.04,0.07,0.02,0.04,0.1,0.0518081009546,0.00661383962593,0.01,0.01,0.02,0.02,0.09,7.83328654529
276,0.06,0.02,0.03,0.03,0.01,0.01,0.03,0.02,0.01,0.02,0.02,0.04,0.01,0.01,0.17,0.09,0.03,0.17,0.09,0.0854984686003,0.00705199888971,0.02,0.02,0.01,0.07,0.01,12.12400483
277,0.05,0.02,0.03,0.1,0.01,0.05,0.05,0.09,0.05,0.07,0.02,0.06,0.04,0.04,0.02,0.02,0.03,0.04,0.02,0.0888058666096,0.00641954931275,0.09,0.02,0.02,0.03,0.03,13.833660633
278,0.04,0.01,0.01,0.07,0.13,0.03,0.01,0.02,0.03,0.06,0.13,0.05,0.04,0.07,0.01,0.03,0.03,0.05,0.05,0.11565763453,0.00696246256616,0.04,0.01,0.03,0.01,0.04,16.6115987599
279,0.02,0.05,0.09,0.04,0.05,0.02,0.04,0.01,0.03,0.01,0.07,0.07,0.02,0.02,0.02,0.02,0.06,0.07,0.02,0.140283385474,0.00707236966598,0.07,0.02,0.12,0.01,0.05,19.8354147336
280,0.16,0.02,0.01,0.02,0.07,0.03,0.04,0.01,0.01,0.08,0.01,0.07,0.01,0.05,0.06,0.12,0.01,0.01,0.03,0.0577192859911,0.00735102252945,0.02,0.03,0.01,0.02,0.1,7.85187173075
281,0.01,0.06,0.03,0.01,0.03,0.1,0.05,0.01,0.05,0.05,0.05,0.02,0.06,0.01,0.04,0.01,0.02,0.01,0.04,0.137987769788,0.00810148455638,0.04,0.04,0.19,0.03,0.04,17.0324054595
282,0.02,0.05,0.03,0.05,0.01,0.01,0.06,0.06,0.01,0.14,0.07,0.05,0.02,0.03,0.01,0.05,0.01,0.04,0.04,0.121660115176,0.00705949754919,0.06,0.04,0.01,0.08,0.05,17.2335374194
283,0.01,0.09,0.02,0.01,0.08,0.02,0.02,0.07,0.02,0.09,0.09,0.06,0.01,0.03,0.01,0.08,0.05,0.01,0.02,0.162089622901,0.00734611629079,0.08,0.03,0.01,0.04,0.05,22.064668797
284,0.11,0.02,0.04,0.01,0.1,0.02,0.04,0.03,0.01,0.01,0.01,0.06,0.05,0.07,0.06,0.03,0.01,0.02,0.01,0.0707127740257,0.0110166541283,0.01,0.15,0.04,0.05,0.04,6.41871599144
285,0.01,0.01,0.06,0.02,0.04,0.02,0.02,0.03,0.06,0.07,0.03,0.03,0.07,0.01,0.06,0.03,0.01,0.07,0.15,0.130996172045,0.00825154161745,0.03,0.08,0.03,0.03,0.03,15.8753573718
286,0.07,0.01,0.03,0.01,0.04,0.05,0.05,0.02,0.05,0.09,0.04,0.01,0.01,0.04,0.01,0.1,0.02,0.05,0.07,0.106568005861,0.00689960068964,0.02,0.03,0.04,0.03,0.11,15.44553238
287,0.03,0.01,0.01,0.01,0.03,0.01,0.03,0.11,0.03,0.03,0.07,0.02,0.01,0.01,0.23,0.02,0.05,0.02,0.02,0.115391352676,0.00892079160105,0.02,0.04,0.12,0.06,0.01,12.9351023807
288,0.04,0.05,0.01,0.03,0.02,0.09,0.04,0.02,0.01,0.02,0.03,0.03,0.07,0.08,0.05,0.03,0.01,0.02,0.08,0.0970255186869,0.00793855948855,0.03,0.07,0.05,0.06,0.06,12.2220560074
289,0.06,0.01,0.03,0.05,0.04,0.04,0.04,0.02,0.03,0.08,0.08,0.01,0.05,0.03,0.03,0.01,0.02,0.02,0.07,0.107993670776,0.00754557794826,0.02,0.06,0.08,0.03,0.09,14.3121801294
290,0.04,0.03,0.03,0.02,0.06,0.04,0.03,0.04,0.15,0.02,0.08,0.01,0.01,0.07,0.09,0.01,0.01,0.03,0.02,0.110941761735,0.00784970320412,0.05,0.04,0.07,0.04,0.01,14.1332428565
291,0.01,0.01,0.02,0.02,0.01,0.02,0.06,0.03,0.15,0.01,0.02,0.02,0.01,0.06,0.1,0.03,0.08,0.07,0.02,0.117543123888,0.00729929397316,0.1,0.04,0.03,0.06,0.02,16.1033552451
292,0.02,0.04,0.01,0.01,0.08,0.05,0.03,0.04,0.04,0.06,0.02,0.02,0.02,0.02,0.11,0.04,0.05,0.01,0.07,0.134126444049,0.00748250346363,0.07,0.04,0.04,0.04,0.07,17.9253433963
293,0.01,0.01,0.02,0.02,0.03,0.06,0.03,0.01,0.08,0.06,0.05,0.03,0.01,0.12,0.01,0.05,0.11,0.04,0.04,0.149895997943,0.00840302039422,0.01,0.1,0.02,0.01,0.07,17.8383475121
294,0.06,0.05,0.06,0.01,0.01,0.07,0.04,0.04,0.05,0.06,0.01,0.03,0.06,0.01,0.04,0.01,0.09,0.06,0.02,0.112780369077,0.00681689011416,0.02,0.01,0.1,0.04,0.05,16.5442551058
295,0.01,0.01,0.06,0.04,0.01,0.06,0.04,0.04,0.04,0.05,0.02,0.05,0.01,0.1,0.04,0.13,0.01,0.02,0.09,0.120625943668,0.00808487174846,0.01,0.07,0.02,0.04,0.03,14.9199575974
296,0.14,0.01,0.03,0.07,0.01,0.05,0.01,0.03,0.07,0.01,0.02,0.03,0.01,0.04,0.06,0.02,0.03,0.04,0.04,0.0551239855252,0.00719782230999,0.04,0.01,0.05,0.14,0.04,7.65842544469
297,0.02,0.03,0.02,0.02,0.01,0.04,0.06,0.02,0.1,0.02,0.02,0.06,0.01,0.01,0.07,0.01,0.02,0.17,0.01,0.10311953128,0.0083081799705,0.03,0.08,0.04,0.11,0.02,12.4118075975
298,0.01,0.02,0.04,0.1,0.07,0.01,0.08,0.04,0.05,0.09,0.12,0.01,0.03,0.06,0.01,0.05,0.02,0.01,0.01,0.108347602477,0.00765692968929,0.03,0.05,0.05,0.03,0.01,14.1502673884
299,0.02,0.08,0.02,0.04,0.01,0.06,0.03,0.2,0.07,0.01,0.03,0.04,0.02,0.02,0.01,0.02,0.02,0.01,0.03,0.122827576621,0.00767057533582,0.17,0.02,0.02,0.02,0.03,16.012824494
300,0.04,0.01,0.01,0.07,0.03,0.01,0.01,0.08,0.01,0.04,0.01,0.15,0.07,0.02,0.04,0.02,0.07,0.05,0.08,0.115062335598,0.00690543199643,0.02,0.03,0.08,0.04,0.01,16.6625832616
301,0.01,0.09,0.01,0.09,0.05,0.05,0.04,0.07,0.01,0.06,0.04,0.08,0.04,0.01,0.03,0.02,0.02,0.03,0.03,0.13195040856,0.00844065250532,0.02,0.09,0.07,0.03,0.01,15.6327260809
302,0.02,0.02,0.01,0.01,0.02,0.1,0.08,0.13,0.01,0.03,0.04,0.05,0.02,0.08,0.01,0.03,0.01,0.01,0.11,0.0663663391497,0.00727531446381,0.1,0.01,0.01,0.06,0.03,9.12212653898
303,0.08,0.01,0.04,0.02,0.01,0.02,0.04,0.03,0.08,0.02,0.01,0.04,0.01,0.1,0.03,0.09,0.16,0.01,0.02,0.101350282595,0.00708848838183,0.03,0.02,0.03,0.08,0.02,14.2978696071
304,0.03,0.08,0.02,0.03,0.03,0.03,0.03,0.04,0.04,0.02,0.02,0.04,0.1,0.04,0.03,0.05,0.01,0.01,0.03,0.133008081864,0.00937578377491,0.1,0.12,0.02,0.03,0.05,14.1863427163
305,0.03,0.07,0.03,0.02,0.07,0.04,0.01,0.02,0.05,0.12,0.1,0.02,0.01,0.01,0.07,0.03,0.06,0.07,0.01,0.148339015591,0.00678326926232,0.06,0.01,0.02,0.04,0.03,21.8683661012
306,0.02,0.09,0.05,0.03,0.05,0.01,0.1,0.03,0.02,0.02,0.03,0.04,0.1,0.03,0.04,0.01,0.04,0.05,0.09,0.0871828308185,0.00726050953568,0.02,0.03,0.05,0.01,0.04,12.0078116267
307,0.04,0.01,0.05,0.03,0.06,0.04,0.02,0.01,0.05,0.04,0.05,0.02,0.03,0.11,0.01,0.02,0.02,0.08,0.01,0.113439684372,0.00679549767571,0.12,0.01,0.02,0.08,0.07,16.6933593072
308,0.09,0.03,0.07,0.01,0.05,0.04,0.02,0.02,0.03,0.02,0.09,0.1,0.04,0.04,0.07,0.03,0.06,0.01,0.01,0.0920491539639,0.0066517074734,0.04,0.01,0.01,0.03,0.08,13.8384248454
309,0.09,0.03,0.06,0.1,0.06,0.01,0.11,0.03,0.01,0.01,0.02,0.05,0.01,0.01,0.1,0.07,0.04,0.03,0.02,0.0418828680814,0.00733606354617,0.03,0.04,0.02,0.01,0.04,5.70917465721
310,0.01,0.08,0.02,0.07,0.02,0.04,0.02,0.01,0.11,0.1,0.01,0.06,0.02,0.01,0.03,0.03,0.03,0.05,0.02,0.164424015804,0.00709870007297,0.1,0.05,0.08,0.02,0.01,23.1625528778
311,0.01,0.02,0.03,0.12,0.06,0.06,0.06,0.01,0.01,0.02,0.03,0.08,0.02,0.03,0.05,0.03,0.08,0.01,0.01,0.119734396766,0.00906710803352,0.02,0.11,0.08,0.03,0.02,13.2053568043
312,0.03,0.01,0.02,0.06,0.02,0.03,0.17,0.02,0.01,0.01,0.03,0.04,0.07,0.03,0.03,0.01,0.01,0.05,0.11,0.0228638466047,0.00692470114734,0.15,0.03,0.01,0.01,0.04,3.30178098927
313,0.06,0.06,0.03,0.05,0.06,0.06,0.01,0.04,0.03,0.06,0.01,0.02,0.02,0.1,0.05,0.07,0.04,0.03,0.05,0.118214354558,0.00775955838663,0.03,0.06,0.03,0.01,0.02,15.2346755662
314,0.04,0.02,0.05,0.03,0.04,0.02,0.01,0.02,0.01,0.05,0.01,0.03,0.07,0.08,0.01,0.13,0.03,0.03,0.16,0.12116960364,0.00695917639364,0.03,0.01,0.04,0.05,0.03,17.4114861855
315,0.06,0.16,0.01,0.01,0.01,0.01,0.05,0.03,0.01,0.04,0.07,0.01,0.02,0.03,0.05,0.08,0.04,0.03,0.03,0.127965692016,0.00800433276596,0.15,0.06,0.02,0.01,0.01,15.9870529821
316,0.02,0.03,0.03,0.04,0.07,0.02,0.03,0.01,0.01,0.03,0.04,0.02,0.04,0.15,0.06,0.02,0.01,0.01,0.02,0.1375140168,0.00635406028236,0.01,0.01,0.01,0.04,0.27,21.6419125236
317,0.01,0.04,0.05,0.01,0.03,0.06,0.01,0.03,0.01,0.02,0.05,0.1,0.1,0.01,0.07,0.01,0.02,0.01,0.04,0.142656016974,0.00719647459371,0.13,0.04,0.06,0.01,0.08,19.8230418404
318,0.03,0.06,0.16,0.01,0.02,0.01,0.01,0.03,0.03,0.03,0.01,0.01,0.11,0.04,0.04,0.04,0.04,0.02,0.04,0.141964794686,0.00933229353351,0.08,0.1,0.02,0.04,0.02,15.2122084648
319,0.01,0.04,0.05,0.01,0.03,0.02,0.06,0.01,0.02,0.23,0.03,0.04,0.02,0.03,0.02,0.02,0.07,0.08,0.03,0.149751728544,0.00766742432857,0.01,0.06,0.06,0.03,0.02,19.5309040072
320,0.04,0.06,0.07,0.01,0.03,0.04,0.03,0.02,0.01,0.03,0.01,0.02,0.01,0.09,0.03,0.07,0.04,0.08,0.05,0.131714472259,0.00971998126809,0.02,0.13,0.02,0.03,0.06,13.5508977462
321,0.05,0.01,0.05,0.01,0.03,0.02,0.01,0.08,0.18,0.01,0.01,0.02,0.05,0.01,0.01,0.01,0.09,0.11,0.04,0.134580299587,0.007651667723,0.03,0.07,0.02,0.01,0.07,17.5883617087
322,0.01,0.01,0.04,0.02,0.15,0.01,0.14,0.02,0.04,0.01,0.03,0.12,0.01,0.01,0.03,0.1,0.01,0.01,0.01,0.0786400499054,0.00857583712137,0.04,0.06,0.02,0.02,0.08,9.16995609787
323,0.07,0.08,0.01,0.02,0.01,0.01,0.02,0.03,0.04,0.11,0.09,0.01,0.01,0.09,0.09,0.05,0.06,0.02,0.04,0.12545885095,0.00703555658276,0.04,0.01,0.07,0.01,0.01,17.8321145561
324,0.13,0.02,0.02,0.18,0.01,0.04,0.05,0.03,0.04,0.04,0.02,0.01,0.01,0.03,0.01,0.08,0.02,0.01,0.04,0.0636410808527,0.0078303290581,0.01,0.07,0.11,0.01,0.01,8.12751039968
325,0.02,0.04,0.03,0.02,0.03,0.02,0.06,0.01,0.11,0.05,0.01,0.01,0.03,0.03,0.09,0.02,0.01,0.03,0.01,0.141184311925,0.00709365862722,0.02,0.03,0.12,0.04,0.16,19.9028906443
326,0.06,0.03,0.02,0.01,0.04,0.03,0.02,0.02,0.03,0.01,0.07,0.17,0.02,0.02,0.09,0.06,0.02,0.02,0.03,0.104277272934,0.00685730085591,0.06,0.02,0.03,0.06,0.06,15.2067519167
327,0.01,0.01,0.08,0.01,0.03,0.04,0.04,0.03,0.03,0.03,0.05,0.02,0.01,0.16,0.03,0.1,0.04,0.04,0.08,0.116332304058,0.0074327072493,0.05,0.03,0.02,0.04,0.02,15.6514040115
328,0.06,0.01,0.04,0.08,0.03,0.03,0.11,0.02,0.21,0.06,0.03,0.01,0.02,0.02,0.02,0.08,0.01,0.02,0.04,0.0633400183497,0.00680618324854,0.04,0.02,0.01,0.02,0.01,9.3062463993
329,0.01,0.02,0.06,0.03,0.02,0.03,0.01,0.03,0.01,0.02,0.04,0.07,0.11,0.01,0.07,0.01,0.01,0.08,0.04,0.139742607074,0.00684015669893,0.11,0.02,0.1,0.02,0.07,20.4297376836
330,0.04,0.01,0.03,0.05,0.06,0.07,0.02,0.01,0.03,0.06,0.04,0.06,0.05,0.01,0.04,0.07,0.03,0.06,0.01,0.125130934955,0.00916482541691,0.03,0.12,0.01,0.04,0.05,13.6533899188
331,0.03,0.01,0.03,0.03,0.03,0.02,0.02,0.12,0.02,0.12,0.04,0.01,0.04,0.01,0.04,0.04,0.03,0.01,0.05,0.14486971338,0.0105765732634,0.04,0.14,0.07,0.03,0.02,13.6972259136
332,0.02,0.03,0.02,0.04,0.03,0.02,0.02,0.05,0.04,0.06,0.04,0.03,0.02,0.03,0.05,0.06,0.02,0.13,0.07,0.133056731281,0.00767346104129,0.06,0.07,0.02,0.04,0.03,17.3398588414
333,0.01,0.01,0.09,0.06,0.02,0.02,0.02,0.01,0.02,0.01,0.06,0.01,0.02,0.09,0.04,0.09,0.01,0.04,0.03,0.139031366488,0.00941927793614,0.07,0.1,0.06,0.09,0.02,14.7602998267
334,0.01,0.01,0.01,0.03,0.06,0.02,0.03,0.06,0.03,0.01,0.07,0.04,0.03,0.11,0.02,0.06,0.01,0.23,0.06,0.104073798076,0.00680648361997,0.02,0.01,0.01,0.03,0.03,15.290391322
335,0.01,0.06,0.01,0.02,0.02,0.01,0.1,0.03,0.02,0.01,0.09,0.07,0.08,0.02,0.03,0.03,0.14,0.01,0.03,0.107831362701,0.0069846023456,0.1,0.03,0.01,0.02,0.05,15.4384397802
336,0.01,0.02,0.03,0.01,0.02,0.01,0.05,0.01,0.04,0.07,0.01,0.09,0.01,0.16,0.01,0.12,0.02,0.02,0.04,0.135911195322,0.0091622612967,0.03,0.11,0.03,0.04,0.04,14.8338047694
337,0.03,0.01,0.04,0.06,0.03,0.06,0.02,0.01,0.11,0.04,0.09,0.02,0.12,0.02,0.01,0.05,0.01,0.06,0.1,0.10492366173,0.00676037229297,0.01,0.03,0.01,0.04,0.02,15.5203969816
338,0.05,0.01,0.01,0.03,0.05,0.06,0.1,0.04,0.09,0.03,0.06,0.05,0.02,0.05,0.04,0.04,0.03,0.01,0.01,0.0745792168038,0.0110121372923,0.01,0.16,0.03,0.01,0.01,6.77245613854
339,0.02,0.1,0.03,0.06,0.01,0.02,0.01,0.03,0.13,0.01,0.04,0.03,0.01,0.05,0.01,0.02,0.01,0.04,0.02,0.16531060439,0.00832803955567,0.07,0.07,0.14,0.05,0.02,19.8498822304
340,0.06,0.08,0.01,0.03,0.04,0.01,0.02,0.06,0.01,0.04,0.02,0.02,0.01,0.03,0.19,0.17,0.02,0.05,0.01,0.120605460278,0.00769196418066,0.01,0.01,0.06,0.03,0.01,15.679410024
341,0.04,0.01,0.02,0.05,0.07,0.1,0.05,0.08,0.04,0.08,0.02,0.01,0.02,0.01,0.06,0.01,0.08,0.04,0.04,0.10092974134,0.00771111720227,0.01,0.06,0.04,0.02,0.04,13.0888610161
342,0.08,0.06,0.04,0.07,0.05,0.02,0.09,0.05,0.02,0.1,0.01,0.03,0.01,0.04,0.09,0.07,0.01,0.02,0.02,0.0676481067962,0.00675442267884,0.01,0.01,0.01,0.02,0.07,10.0153795539
343,0.01,0.03,0.05,0.05,0.03,0.01,0.01,0.03,0.04,0.01,0.01,0.06,0.05,0.03,0.03,0.07,0.02,0.08,0.04,0.150562510036,0.00710305928205,0.1,0.01,0.14,0.07,0.02,21.1968539269
