,$US,AAPL,ACN,AMGN,AMT,ANTM,EBAY,EWO,EWT,EZU,FXI,GOOGL,GRMN,IAI,ICLR,INTC,IXG,LPX,MSFT,PCLN,PPA,PYPL,RHHBY,SAFM,SH,SONVY,UL,XLV,portfolioreturn,portfoliostandarddeviation,returnoverrisk
201,0.03,0.05,0.05,0.04,0.02,0.01,0.02,0.02,0.02,0.04,0.01,0.01,0.01,0.05,0.02,0.13,0.05,0.03,0.03,0.02,0.04,0.04,0.02,0.1,0.03,0.01,0.04,0.06,0.210077770799,0.00438083958741,47.9537692735
202,0.03,0.05,0.01,0.09,0.02,0.02,0.05,0.07,0.01,0.04,0.05,0.02,0.07,0.03,0.01,0.02,0.02,0.05,0.01,0.07,0.14,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.176594900111,0.00478032656031,36.9420159655
203,0.01,0.04,0.03,0.06,0.05,0.04,0.05,0.01,0.02,0.03,0.07,0.06,0.01,0.13,0.04,0.01,0.01,0.01,0.03,0.01,0.03,0.03,0.06,0.01,0.01,0.08,0.01,0.05,0.187065821262,0.00437544151678,42.7535873911
204,0.06,0.04,0.02,0.03,0.02,0.06,0.03,0.04,0.04,0.03,0.1,0.02,0.01,0.02,0.11,0.08,0.01,0.03,0.05,0.03,0.02,0.02,0.03,0.05,0.01,0.01,0.01,0.02,0.210660027758,0.00439028718271,47.9831999574
205,0.12,0.01,0.09,0.01,0.01,0.04,0.03,0.02,0.01,0.01,0.01,0.03,0.1,0.06,0.02,0.01,0.04,0.07,0.02,0.01,0.01,0.05,0.01,0.11,0.04,0.02,0.01,0.03,0.206385835716,0.00484534448961,42.5946671406
206,0.02,0.03,0.01,0.01,0.01,0.04,0.03,0.02,0.01,0.04,0.01,0.05,0.12,0.02,0.02,0.09,0.1,0.01,0.15,0.02,0.04,0.01,0.01,0.05,0.03,0.02,0.01,0.02,0.194347453409,0.00485850895496,40.0014603679
207,0.04,0.01,0.02,0.03,0.01,0.02,0.07,0.01,0.07,0.01,0.1,0.01,0.08,0.09,0.04,0.05,0.01,0.01,0.04,0.02,0.01,0.02,0.02,0.02,0.07,0.03,0.04,0.05,0.159496060162,0.00409180572307,38.9793824431
208,0.01,0.05,0.03,0.02,0.04,0.1,0.02,0.02,0.02,0.04,0.03,0.03,0.01,0.03,0.05,0.09,0.01,0.02,0.06,0.02,0.02,0.1,0.04,0.01,0.06,0.01,0.04,0.02,0.217465400871,0.00492649334294,44.1420267384
209,0.05,0.02,0.01,0.05,0.02,0.07,0.06,0.03,0.02,0.01,0.01,0.05,0.01,0.02,0.01,0.01,0.01,0.04,0.05,0.08,0.01,0.01,0.03,0.06,0.03,0.05,0.09,0.09,0.179229093463,0.004238542494,42.2855483263
210,0.07,0.07,0.01,0.13,0.02,0.05,0.03,0.02,0.08,0.01,0.01,0.02,0.01,0.01,0.02,0.07,0.01,0.05,0.03,0.02,0.01,0.02,0.03,0.02,0.02,0.03,0.03,0.1,0.155206307028,0.00420802869252,36.8833766043
211,0.01,0.06,0.02,0.03,0.07,0.02,0.11,0.06,0.02,0.01,0.04,0.05,0.06,0.02,0.04,0.03,0.01,0.03,0.01,0.01,0.01,0.02,0.03,0.04,0.02,0.01,0.13,0.03,0.191060855103,0.00454545679329,42.0333673361
212,0.08,0.02,0.01,0.07,0.06,0.03,0.02,0.02,0.02,0.13,0.01,0.05,0.01,0.07,0.02,0.01,0.01,0.01,0.01,0.04,0.03,0.08,0.03,0.03,0.01,0.03,0.06,0.03,0.210161470571,0.00484159273704,43.407506989
213,0.01,0.04,0.09,0.04,0.06,0.04,0.01,0.01,0.08,0.06,0.01,0.01,0.04,0.05,0.03,0.02,0.01,0.01,0.16,0.04,0.02,0.02,0.04,0.01,0.02,0.05,0.01,0.01,0.193715535509,0.00492327743575,39.3468655865
214,0.02,0.03,0.02,0.01,0.03,0.06,0.01,0.03,0.03,0.11,0.03,0.02,0.01,0.03,0.04,0.01,0.07,0.01,0.09,0.01,0.05,0.08,0.05,0.01,0.04,0.03,0.05,0.02,0.223398491284,0.00492424847509,45.3670224835
215,0.03,0.1,0.03,0.01,0.05,0.01,0.01,0.03,0.05,0.03,0.01,0.07,0.04,0.03,0.03,0.01,0.01,0.01,0.03,0.01,0.06,0.06,0.05,0.01,0.02,0.03,0.08,0.09,0.199306847847,0.00421679747374,47.2649799019
216,0.03,0.07,0.02,0.08,0.01,0.11,0.01,0.01,0.01,0.07,0.01,0.02,0.03,0.05,0.02,0.01,0.08,0.02,0.03,0.02,0.02,0.11,0.03,0.03,0.01,0.07,0.01,0.01,0.234919126073,0.00531913642349,44.1648995946
217,0.03,0.11,0.02,0.01,0.01,0.05,0.03,0.06,0.02,0.02,0.04,0.02,0.04,0.01,0.02,0.01,0.05,0.01,0.01,0.03,0.03,0.02,0.05,0.01,0.11,0.03,0.06,0.09,0.155352368137,0.00430225196768,36.1095466522
218,0.03,0.04,0.02,0.08,0.01,0.01,0.02,0.14,0.02,0.04,0.04,0.01,0.02,0.01,0.02,0.01,0.02,0.03,0.08,0.02,0.05,0.07,0.01,0.04,0.04,0.08,0.01,0.03,0.249451726605,0.00471274654083,52.931284219
219,0.02,0.02,0.01,0.02,0.03,0.1,0.05,0.07,0.03,0.04,0.04,0.05,0.1,0.02,0.01,0.03,0.04,0.03,0.04,0.01,0.01,0.03,0.06,0.02,0.02,0.07,0.02,0.01,0.202325430929,0.00489592670517,41.3252573236
220,0.14,0.01,0.01,0.09,0.01,0.01,0.05,0.02,0.02,0.05,0.03,0.01,0.01,0.11,0.04,0.01,0.03,0.01,0.02,0.01,0.08,0.04,0.02,0.05,0.01,0.05,0.02,0.04,0.184288600777,0.00467593805266,39.4121133988
221,0.07,0.01,0.01,0.01,0.02,0.03,0.03,0.01,0.01,0.05,0.01,0.06,0.07,0.09,0.07,0.04,0.01,0.07,0.07,0.06,0.02,0.03,0.09,0.02,0.01,0.01,0.01,0.01,0.176776047628,0.00501094051247,35.2780176073
222,0.02,0.01,0.02,0.03,0.04,0.02,0.04,0.01,0.04,0.02,0.06,0.01,0.04,0.12,0.03,0.03,0.01,0.02,0.04,0.06,0.13,0.03,0.02,0.03,0.04,0.05,0.01,0.02,0.190134956276,0.00463056696937,41.0608371574
223,0.01,0.05,0.01,0.01,0.04,0.04,0.04,0.01,0.02,0.05,0.01,0.03,0.02,0.01,0.02,0.03,0.01,0.02,0.09,0.09,0.11,0.03,0.01,0.07,0.01,0.01,0.06,0.09,0.213846391568,0.00420909724544,50.8057616868
224,0.01,0.01,0.02,0.01,0.04,0.02,0.01,0.01,0.05,0.08,0.03,0.04,0.03,0.14,0.04,0.06,0.03,0.02,0.01,0.05,0.08,0.04,0.02,0.03,0.05,0.01,0.03,0.03,0.191199531535,0.00461025490701,41.4726594063
225,0.04,0.01,0.01,0.02,0.02,0.02,0.06,0.02,0.01,0.02,0.01,0.03,0.01,0.01,0.03,0.02,0.01,0.01,0.01,0.07,0.03,0.02,0.09,0.04,0.15,0.12,0.02,0.09,0.154368040963,0.00457540533114,33.738659155
226,0.03,0.03,0.04,0.09,0.01,0.09,0.1,0.01,0.01,0.04,0.01,0.03,0.07,0.03,0.03,0.05,0.02,0.03,0.03,0.01,0.05,0.02,0.07,0.01,0.01,0.04,0.02,0.02,0.16137105838,0.00491443927465,32.8361079181
227,0.02,0.02,0.08,0.01,0.02,0.04,0.02,0.09,0.02,0.04,0.01,0.02,0.03,0.02,0.2,0.03,0.01,0.08,0.01,0.01,0.01,0.01,0.03,0.02,0.06,0.01,0.05,0.03,0.214191863681,0.00502415795957,42.6323904233
228,0.04,0.02,0.08,0.02,0.01,0.01,0.01,0.05,0.08,0.03,0.02,0.02,0.03,0.03,0.03,0.07,0.01,0.01,0.12,0.02,0.05,0.01,0.05,0.01,0.08,0.03,0.01,0.05,0.166747622607,0.00436904605747,38.1656820308
229,0.05,0.06,0.06,0.06,0.04,0.04,0.02,0.07,0.08,0.03,0.02,0.01,0.01,0.03,0.07,0.03,0.06,0.02,0.02,0.01,0.02,0.01,0.03,0.02,0.08,0.03,0.01,0.01,0.173684993282,0.0048409272784,35.8784553648
230,0.01,0.05,0.04,0.15,0.01,0.01,0.03,0.02,0.05,0.02,0.01,0.03,0.01,0.02,0.05,0.09,0.01,0.05,0.04,0.09,0.01,0.02,0.03,0.01,0.03,0.08,0.02,0.01,0.171527836972,0.00501635475987,34.193721374
231,0.01,0.06,0.04,0.07,0.01,0.09,0.03,0.01,0.06,0.04,0.01,0.02,0.01,0.02,0.02,0.02,0.01,0.01,0.06,0.02,0.03,0.05,0.11,0.01,0.03,0.05,0.04,0.06,0.177755337841,0.00458308978195,38.7850437801
232,0.01,0.02,0.1,0.01,0.01,0.02,0.07,0.02,0.03,0.03,0.01,0.04,0.05,0.05,0.01,0.01,0.03,0.08,0.09,0.02,0.01,0.03,0.1,0.02,0.02,0.03,0.04,0.04,0.174813187506,0.00472035605651,37.03389859
233,0.08,0.01,0.01,0.08,0.05,0.05,0.02,0.04,0.02,0.04,0.02,0.06,0.01,0.01,0.04,0.02,0.05,0.02,0.1,0.11,0.04,0.02,0.01,0.03,0.01,0.01,0.03,0.01,0.186596225868,0.00483015448526,38.631523368
234,0.01,0.01,0.04,0.06,0.04,0.01,0.04,0.01,0.01,0.03,0.01,0.04,0.04,0.02,0.04,0.02,0.09,0.13,0.03,0.1,0.01,0.01,0.03,0.05,0.02,0.02,0.04,0.04,0.179170062148,0.0049481725218,36.2093401874
235,0.07,0.01,0.04,0.03,0.05,0.02,0.05,0.02,0.03,0.06,0.05,0.02,0.04,0.01,0.06,0.02,0.08,0.02,0.03,0.02,0.02,0.04,0.03,0.02,0.02,0.07,0.02,0.05,0.198802840446,0.00461417584818,43.0852327667
236,0.03,0.02,0.04,0.01,0.01,0.12,0.02,0.08,0.03,0.03,0.01,0.01,0.03,0.04,0.03,0.11,0.03,0.03,0.06,0.07,0.02,0.03,0.01,0.01,0.02,0.06,0.02,0.02,0.20922223666,0.00504772002116,41.4488592439
237,0.07,0.01,0.12,0.02,0.01,0.02,0.05,0.01,0.02,0.03,0.03,0.01,0.02,0.04,0.01,0.03,0.14,0.02,0.04,0.06,0.01,0.05,0.05,0.06,0.04,0.01,0.01,0.01,0.180900647844,0.0050015523718,36.1689000527
238,0.07,0.08,0.01,0.03,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.04,0.03,0.02,0.06,0.02,0.01,0.03,0.08,0.02,0.02,0.02,0.05,0.03,0.14,0.11,0.01,0.01,0.173989089638,0.00535006361129,32.5209384933
239,0.01,0.03,0.04,0.06,0.05,0.02,0.02,0.01,0.04,0.02,0.03,0.02,0.01,0.01,0.05,0.02,0.04,0.03,0.08,0.03,0.04,0.01,0.07,0.12,0.06,0.01,0.06,0.01,0.201005689015,0.00460213020106,43.6766628135
240,0.05,0.01,0.01,0.01,0.01,0.02,0.07,0.01,0.01,0.03,0.02,0.02,0.02,0.01,0.02,0.02,0.08,0.02,0.05,0.04,0.04,0.01,0.03,0.04,0.13,0.07,0.1,0.05,0.154038615664,0.00475286750016,32.4096170698
241,0.03,0.02,0.01,0.09,0.03,0.03,0.05,0.07,0.02,0.03,0.03,0.02,0.02,0.05,0.01,0.02,0.01,0.06,0.03,0.07,0.04,0.07,0.08,0.03,0.01,0.02,0.01,0.04,0.200604015185,0.00457613622472,43.8369850316
242,0.02,0.04,0.09,0.03,0.06,0.03,0.02,0.02,0.07,0.07,0.03,0.01,0.04,0.04,0.04,0.03,0.1,0.01,0.01,0.03,0.02,0.08,0.02,0.01,0.02,0.04,0.01,0.01,0.215985784943,0.00495464492603,43.5925859809
243,0.06,0.03,0.02,0.02,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.09,0.02,0.02,0.08,0.01,0.16,0.03,0.12,0.01,0.02,0.02,0.03,0.02,0.01,0.09,0.04,0.168947773519,0.0052768357851,32.0168715493
244,0.04,0.02,0.05,0.05,0.03,0.06,0.02,0.01,0.02,0.01,0.04,0.05,0.01,0.02,0.04,0.01,0.03,0.05,0.01,0.06,0.01,0.05,0.05,0.03,0.05,0.09,0.06,0.03,0.194345761438,0.00473836565395,41.015357537
245,0.04,0.04,0.01,0.01,0.01,0.05,0.06,0.01,0.04,0.05,0.01,0.01,0.06,0.01,0.01,0.07,0.02,0.03,0.01,0.01,0.05,0.13,0.06,0.02,0.01,0.04,0.02,0.11,0.225436107713,0.00439930389716,51.243586027
246,0.03,0.07,0.02,0.03,0.02,0.06,0.02,0.01,0.01,0.09,0.02,0.09,0.16,0.05,0.01,0.04,0.03,0.05,0.04,0.01,0.02,0.02,0.01,0.02,0.01,0.02,0.02,0.02,0.182522564647,0.00496792294603,36.7402165109
247,0.09,0.01,0.06,0.04,0.01,0.09,0.07,0.03,0.02,0.01,0.04,0.01,0.04,0.03,0.01,0.07,0.01,0.02,0.02,0.03,0.03,0.01,0.04,0.08,0.03,0.02,0.05,0.03,0.174757170944,0.00452585896253,38.6130395115
248,0.04,0.06,0.02,0.02,0.01,0.02,0.02,0.01,0.01,0.04,0.08,0.01,0.05,0.04,0.11,0.04,0.03,0.04,0.03,0.05,0.02,0.02,0.1,0.03,0.04,0.04,0.01,0.01,0.182535312068,0.00478776644241,38.1253585076
249,0.02,0.12,0.01,0.04,0.01,0.01,0.15,0.02,0.04,0.01,0.03,0.01,0.02,0.01,0.01,0.06,0.01,0.05,0.03,0.06,0.01,0.04,0.02,0.04,0.07,0.03,0.02,0.05,0.16914894154,0.00499062825021,33.8933162439
250,0.01,0.1,0.08,0.03,0.01,0.04,0.02,0.07,0.07,0.02,0.04,0.04,0.01,0.07,0.05,0.01,0.01,0.01,0.05,0.01,0.03,0.04,0.04,0.02,0.03,0.02,0.02,0.05,0.203386737319,0.00429597388873,47.343569255
251,0.05,0.01,0.01,0.05,0.04,0.02,0.09,0.01,0.03,0.02,0.01,0.03,0.01,0.06,0.06,0.05,0.01,0.01,0.05,0.03,0.05,0.03,0.07,0.07,0.02,0.01,0.05,0.05,0.186527799396,0.00429791325062,43.3996194245
252,0.03,0.13,0.01,0.01,0.02,0.04,0.01,0.04,0.01,0.02,0.02,0.04,0.04,0.05,0.03,0.01,0.02,0.05,0.04,0.03,0.05,0.03,0.06,0.07,0.01,0.07,0.01,0.05,0.218191690119,0.00479868725463,45.4690373722
253,0.02,0.04,0.03,0.07,0.01,0.01,0.13,0.03,0.02,0.01,0.03,0.09,0.03,0.01,0.07,0.05,0.02,0.01,0.05,0.02,0.02,0.02,0.12,0.02,0.02,0.02,0.02,0.01,0.16200513701,0.00467380687156,34.6623515823
254,0.03,0.04,0.05,0.06,0.06,0.04,0.01,0.04,0.01,0.04,0.02,0.05,0.11,0.01,0.02,0.01,0.05,0.01,0.02,0.08,0.04,0.04,0.02,0.01,0.06,0.04,0.02,0.01,0.180406106498,0.00491411469793,36.7118224926
255,0.01,0.06,0.06,0.01,0.09,0.02,0.02,0.02,0.04,0.05,0.04,0.02,0.1,0.04,0.01,0.02,0.05,0.02,0.04,0.03,0.01,0.1,0.05,0.01,0.02,0.02,0.03,0.01,0.218027435209,0.00494222101931,44.1152741565
256,0.05,0.01,0.07,0.01,0.01,0.02,0.02,0.03,0.02,0.02,0.03,0.01,0.02,0.04,0.02,0.04,0.01,0.02,0.01,0.01,0.05,0.06,0.07,0.01,0.18,0.09,0.02,0.05,0.159687074459,0.00471002964592,33.9036240667
257,0.03,0.03,0.04,0.03,0.02,0.01,0.12,0.01,0.07,0.04,0.01,0.11,0.01,0.01,0.04,0.01,0.02,0.02,0.03,0.04,0.04,0.01,0.01,0.05,0.06,0.04,0.07,0.02,0.175664989768,0.00472350868831,37.1895134231
258,0.02,0.09,0.01,0.02,0.01,0.01,0.03,0.03,0.01,0.02,0.04,0.04,0.06,0.01,0.04,0.02,0.04,0.08,0.03,0.01,0.04,0.02,0.01,0.11,0.07,0.03,0.02,0.08,0.210540123389,0.00435673474619,48.3252104282
259,0.02,0.01,0.02,0.07,0.03,0.07,0.05,0.01,0.02,0.04,0.01,0.06,0.03,0.07,0.01,0.05,0.02,0.01,0.01,0.05,0.09,0.01,0.04,0.09,0.01,0.02,0.04,0.04,0.189629654754,0.00426880565816,44.4221803331
260,0.01,0.01,0.05,0.01,0.01,0.08,0.01,0.01,0.01,0.07,0.12,0.01,0.06,0.03,0.06,0.01,0.02,0.02,0.01,0.01,0.05,0.05,0.07,0.09,0.03,0.02,0.02,0.05,0.228129190848,0.00398344330435,57.2693454928
261,0.01,0.02,0.01,0.01,0.04,0.01,0.03,0.02,0.02,0.08,0.08,0.01,0.01,0.03,0.07,0.03,0.02,0.01,0.08,0.02,0.03,0.03,0.01,0.07,0.01,0.14,0.08,0.02,0.256572690921,0.0048202711375,53.2278545339
262,0.05,0.02,0.05,0.02,0.04,0.01,0.05,0.03,0.01,0.03,0.02,0.02,0.05,0.01,0.01,0.11,0.02,0.03,0.15,0.03,0.01,0.06,0.03,0.02,0.04,0.05,0.02,0.01,0.203884289844,0.0051256972268,39.7768890403
263,0.03,0.09,0.01,0.01,0.03,0.04,0.02,0.02,0.03,0.01,0.01,0.06,0.02,0.03,0.06,0.07,0.01,0.03,0.02,0.02,0.02,0.02,0.05,0.05,0.07,0.03,0.02,0.12,0.178575806092,0.0040044891664,44.593904159
264,0.07,0.03,0.05,0.01,0.02,0.01,0.02,0.05,0.17,0.01,0.01,0.03,0.05,0.01,0.02,0.01,0.01,0.06,0.01,0.01,0.03,0.1,0.01,0.04,0.02,0.05,0.01,0.08,0.233066427363,0.00449129884773,51.8928789343
265,0.03,0.05,0.01,0.03,0.01,0.03,0.03,0.02,0.03,0.02,0.04,0.01,0.02,0.04,0.04,0.05,0.07,0.03,0.04,0.02,0.12,0.02,0.06,0.02,0.04,0.05,0.05,0.02,0.178850301906,0.00471217671888,37.9549224438
266,0.04,0.03,0.03,0.05,0.02,0.04,0.02,0.09,0.05,0.03,0.05,0.08,0.03,0.13,0.01,0.01,0.02,0.01,0.08,0.01,0.02,0.01,0.02,0.05,0.01,0.04,0.01,0.01,0.205461813912,0.00446539754007,46.011987078
267,0.03,0.09,0.01,0.08,0.08,0.06,0.01,0.01,0.01,0.01,0.08,0.02,0.01,0.01,0.04,0.12,0.07,0.01,0.03,0.02,0.04,0.01,0.03,0.01,0.03,0.03,0.02,0.03,0.167313403388,0.00453788956238,36.8703118682
268,0.02,0.04,0.01,0.01,0.02,0.04,0.01,0.05,0.11,0.02,0.03,0.04,0.02,0.07,0.05,0.04,0.02,0.05,0.02,0.01,0.1,0.03,0.03,0.03,0.01,0.01,0.04,0.07,0.204115099449,0.00411460605945,49.6074463752
269,0.01,0.02,0.02,0.03,0.01,0.12,0.08,0.06,0.02,0.05,0.01,0.01,0.04,0.03,0.02,0.04,0.05,0.01,0.03,0.03,0.03,0.01,0.08,0.05,0.05,0.02,0.06,0.01,0.178664594766,0.00490236958655,36.4445380161
270,0.11,0.01,0.04,0.01,0.05,0.05,0.01,0.01,0.05,0.07,0.09,0.02,0.04,0.02,0.02,0.04,0.01,0.04,0.01,0.01,0.01,0.02,0.05,0.01,0.07,0.04,0.08,0.01,0.156802070745,0.00476367705455,32.9161840631
271,0.05,0.06,0.06,0.01,0.08,0.07,0.04,0.01,0.07,0.05,0.01,0.02,0.03,0.03,0.02,0.02,0.05,0.03,0.02,0.04,0.02,0.09,0.01,0.04,0.01,0.02,0.02,0.02,0.225215796992,0.00496196010789,45.3884739286
272,0.02,0.02,0.08,0.03,0.08,0.02,0.07,0.04,0.05,0.02,0.01,0.01,0.03,0.06,0.03,0.03,0.01,0.04,0.04,0.01,0.05,0.01,0.01,0.02,0.03,0.01,0.09,0.08,0.17577735819,0.00417439179884,42.1084954792
273,0.06,0.01,0.02,0.02,0.08,0.05,0.01,0.01,0.03,0.07,0.02,0.01,0.01,0.05,0.01,0.08,0.08,0.01,0.01,0.03,0.02,0.01,0.03,0.02,0.1,0.03,0.01,0.11,0.146271504794,0.00413965240138,35.3342480506
274,0.01,0.03,0.04,0.02,0.03,0.05,0.01,0.07,0.03,0.02,0.13,0.01,0.05,0.03,0.02,0.01,0.08,0.01,0.01,0.08,0.04,0.02,0.03,0.03,0.01,0.03,0.04,0.06,0.200088112801,0.00384834015303,51.993354237
275,0.03,0.02,0.06,0.07,0.02,0.1,0.02,0.02,0.05,0.03,0.01,0.04,0.01,0.03,0.03,0.03,0.02,0.02,0.04,0.01,0.06,0.02,0.02,0.07,0.05,0.03,0.07,0.02,0.194335739511,0.00459116506029,42.3281970827
276,0.01,0.06,0.01,0.07,0.14,0.01,0.06,0.06,0.02,0.01,0.02,0.03,0.02,0.03,0.03,0.05,0.03,0.1,0.02,0.06,0.02,0.02,0.04,0.01,0.01,0.03,0.01,0.02,0.186012572044,0.00511298391131,36.3804336706
277,0.03,0.01,0.06,0.01,0.02,0.05,0.02,0.02,0.03,0.01,0.02,0.01,0.06,0.02,0.01,0.01,0.03,0.06,0.05,0.03,0.01,0.01,0.14,0.16,0.01,0.04,0.04,0.03,0.214163388336,0.00460667558785,46.4897916625
278,0.01,0.01,0.03,0.03,0.02,0.06,0.04,0.13,0.05,0.06,0.01,0.03,0.02,0.04,0.01,0.12,0.06,0.03,0.02,0.02,0.05,0.02,0.03,0.01,0.01,0.02,0.05,0.01,0.20380683701,0.00476992302994,42.7274896744
279,0.02,0.09,0.05,0.03,0.01,0.01,0.05,0.05,0.02,0.01,0.07,0.04,0.04,0.07,0.08,0.02,0.02,0.04,0.01,0.02,0.02,0.01,0.08,0.02,0.01,0.02,0.05,0.04,0.178378317948,0.00435179313024,40.9896133869
280,0.09,0.03,0.04,0.03,0.04,0.03,0.02,0.02,0.02,0.01,0.01,0.06,0.01,0.04,0.07,0.03,0.06,0.07,0.02,0.01,0.03,0.06,0.03,0.01,0.01,0.07,0.06,0.02,0.204840305613,0.00502773282481,40.7420825153
281,0.01,0.01,0.05,0.04,0.03,0.04,0.01,0.02,0.02,0.03,0.03,0.09,0.04,0.04,0.02,0.01,0.09,0.01,0.01,0.07,0.04,0.01,0.03,0.01,0.02,0.13,0.07,0.02,0.189189680188,0.00472889235462,40.0071868844
282,0.01,0.04,0.02,0.03,0.02,0.02,0.01,0.03,0.02,0.02,0.06,0.03,0.07,0.01,0.06,0.01,0.02,0.01,0.03,0.03,0.01,0.03,0.1,0.02,0.15,0.03,0.05,0.06,0.151382271039,0.0043281511491,34.9761978785
283,0.05,0.01,0.02,0.14,0.01,0.01,0.02,0.02,0.01,0.02,0.01,0.05,0.02,0.05,0.05,0.06,0.03,0.04,0.02,0.01,0.12,0.01,0.03,0.01,0.06,0.08,0.01,0.03,0.159115554325,0.00468170232415,33.9866875995
284,0.01,0.04,0.09,0.05,0.06,0.03,0.06,0.02,0.07,0.03,0.02,0.02,0.02,0.08,0.04,0.02,0.01,0.06,0.01,0.01,0.04,0.02,0.01,0.01,0.04,0.03,0.09,0.01,0.175763121694,0.0048470310807,36.2620166381
285,0.02,0.04,0.03,0.01,0.03,0.04,0.04,0.03,0.04,0.02,0.04,0.08,0.02,0.02,0.03,0.07,0.02,0.02,0.06,0.02,0.04,0.03,0.02,0.02,0.02,0.07,0.02,0.1,0.201762370466,0.00389030804908,51.8628262647
286,0.05,0.01,0.01,0.07,0.02,0.01,0.01,0.16,0.01,0.03,0.03,0.02,0.02,0.07,0.05,0.03,0.08,0.01,0.01,0.01,0.07,0.02,0.08,0.02,0.01,0.06,0.01,0.02,0.208764884554,0.00461866127098,45.2003020586
287,0.06,0.03,0.01,0.03,0.08,0.02,0.01,0.01,0.02,0.03,0.01,0.03,0.01,0.02,0.01,0.04,0.05,0.01,0.02,0.04,0.01,0.05,0.03,0.02,0.2,0.1,0.01,0.04,0.154727627534,0.00504607180025,30.6629857161
288,0.04,0.01,0.01,0.03,0.07,0.03,0.13,0.01,0.05,0.03,0.01,0.02,0.01,0.03,0.01,0.01,0.01,0.08,0.04,0.05,0.07,0.03,0.02,0.03,0.01,0.06,0.08,0.02,0.189886453768,0.00509336000595,37.2811765801
289,0.02,0.04,0.02,0.06,0.05,0.08,0.11,0.07,0.01,0.01,0.06,0.05,0.01,0.01,0.02,0.01,0.01,0.05,0.03,0.02,0.02,0.01,0.02,0.09,0.01,0.08,0.01,0.02,0.223342605917,0.00472505289156,47.2677472703
290,0.05,0.05,0.13,0.02,0.16,0.04,0.07,0.03,0.04,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.04,0.06,0.01,0.02,0.02,0.01,0.06,0.02,0.05,0.183708395464,0.0047243077497,38.8857807741
291,0.03,0.02,0.04,0.01,0.01,0.16,0.01,0.01,0.04,0.04,0.03,0.04,0.05,0.02,0.02,0.02,0.04,0.03,0.05,0.09,0.01,0.01,0.02,0.01,0.05,0.04,0.06,0.04,0.169527417084,0.00485513084092,34.9171675571
292,0.01,0.04,0.04,0.02,0.08,0.04,0.03,0.02,0.01,0.04,0.05,0.08,0.06,0.04,0.06,0.05,0.01,0.05,0.05,0.02,0.01,0.05,0.01,0.05,0.01,0.02,0.04,0.01,0.22776122895,0.00463253065931,49.1656171756
293,0.01,0.07,0.07,0.05,0.01,0.01,0.08,0.03,0.01,0.05,0.02,0.01,0.05,0.01,0.03,0.02,0.04,0.05,0.08,0.01,0.04,0.02,0.01,0.02,0.15,0.03,0.01,0.01,0.156396280902,0.00520424810396,30.0516573726
294,0.05,0.03,0.02,0.06,0.04,0.14,0.03,0.03,0.05,0.01,0.02,0.01,0.1,0.07,0.02,0.05,0.01,0.08,0.02,0.01,0.03,0.01,0.01,0.04,0.01,0.02,0.02,0.01,0.181506627127,0.00518769247969,34.9879311152
295,0.05,0.03,0.03,0.01,0.05,0.14,0.06,0.03,0.05,0.01,0.03,0.05,0.03,0.02,0.05,0.03,0.05,0.02,0.03,0.01,0.01,0.05,0.04,0.04,0.02,0.03,0.02,0.01,0.208917609199,0.00493154900389,42.3634864085
296,0.05,0.01,0.02,0.03,0.02,0.04,0.01,0.14,0.06,0.06,0.02,0.01,0.01,0.02,0.06,0.01,0.01,0.03,0.01,0.06,0.05,0.09,0.06,0.05,0.01,0.02,0.02,0.02,0.257784042617,0.00471902088707,54.6265949625
297,0.03,0.02,0.01,0.07,0.05,0.01,0.02,0.09,0.02,0.03,0.09,0.04,0.02,0.01,0.07,0.02,0.01,0.01,0.05,0.07,0.02,0.01,0.01,0.02,0.01,0.02,0.04,0.13,0.198632261555,0.00332349646561,59.76605169
298,0.02,0.01,0.09,0.04,0.02,0.02,0.09,0.06,0.03,0.01,0.02,0.04,0.01,0.03,0.01,0.04,0.03,0.05,0.03,0.07,0.05,0.08,0.02,0.02,0.01,0.06,0.03,0.01,0.220405616653,0.00490663368147,44.9199249346
299,0.02,0.04,0.03,0.07,0.02,0.11,0.09,0.01,0.05,0.03,0.05,0.01,0.01,0.01,0.01,0.02,0.04,0.02,0.08,0.05,0.02,0.05,0.01,0.02,0.05,0.06,0.01,0.01,0.190966257675,0.00498143361412,38.3356022518
300,0.01,0.02,0.01,0.06,0.01,0.04,0.01,0.07,0.06,0.02,0.04,0.08,0.02,0.1,0.01,0.04,0.01,0.04,0.04,0.05,0.04,0.02,0.04,0.04,0.02,0.01,0.02,0.07,0.188102077502,0.00392398278142,47.9365195976
301,0.07,0.07,0.02,0.01,0.01,0.04,0.06,0.04,0.05,0.02,0.1,0.04,0.02,0.03,0.04,0.02,0.01,0.03,0.08,0.02,0.02,0.01,0.03,0.01,0.03,0.02,0.09,0.01,0.173802862306,0.00454830001518,38.2127084243
