,AAPL,ACN,AMGN,AMT,ANTM,EBAY,EWO,EWT,EZU,FXI,GOOGL,GRMN,IAI,ICLR,INTC,IXG,LPX,MSFT,PCLN,PPA,PYPL,RHHBY,SAFM,SH,SONVY,UL,USD,XLV,portfolioreturn,portfoliostandarddeviation,returnoverrisk
202,0.03,0.17,0.11,0.01,0.01,0.17,0.03,0.1,0.1,0.11,0.11,0.14,0.01,0.03,0.01,0.06,0.02,0.07,0.12,0.06,0.07,0.01,0.07,0.26,0.03,0.04,0.03,0.02,0.334926822744,0.0102561730146,32.6561205886
203,0.05,0.2,0.04,0.06,0.12,0.14,0.01,0.09,0.02,0.05,0.02,0.04,0.03,0.04,0.07,0.1,0.03,0.17,0.16,0.04,0.02,0.03,0.02,0.11,0.09,0.12,0.05,0.08,0.352581769209,0.0106148721711,33.2158280878
204,0.02,0.03,0.08,0.03,0.02,0.09,0.06,0.13,0.04,0.03,0.03,0.01,0.08,0.07,0.02,0.07,0.06,0.05,0.15,0.12,0.08,0.08,0.19,0.04,0.01,0.16,0.22,0.03,0.524042249698,0.0104015197466,50.3813156598
205,0.02,0.07,0.01,0.02,0.11,0.05,0.07,0.07,0.04,0.2,0.08,0.05,0.05,0.19,0.02,0.02,0.02,0.18,0.06,0.15,0.03,0.01,0.14,0.01,0.02,0.2,0.04,0.07,0.485264331732,0.0103286396787,46.9824049273
206,0.03,0.06,0.03,0.04,0.02,0.02,0.05,0.22,0.14,0.04,0.17,0.16,0.04,0.01,0.17,0.03,0.06,0.08,0.01,0.04,0.08,0.05,0.16,0.03,0.04,0.06,0.07,0.09,0.470261326405,0.00984449814839,47.7689486367
207,0.02,0.07,0.05,0.07,0.05,0.07,0.07,0.1,0.15,0.18,0.14,0.01,0.11,0.01,0.07,0.11,0.05,0.01,0.12,0.04,0.01,0.02,0.03,0.02,0.07,0.02,0.22,0.11,0.45727538312,0.00930195999009,49.1590356878
208,0.09,0.03,0.14,0.03,0.11,0.05,0.2,0.01,0.12,0.06,0.03,0.03,0.04,0.03,0.09,0.14,0.07,0.01,0.03,0.09,0.22,0.04,0.06,0.07,0.01,0.03,0.1,0.07,0.522132753365,0.0102815077676,50.7836754263
209,0.03,0.04,0.17,0.07,0.04,0.04,0.05,0.05,0.09,0.04,0.13,0.03,0.11,0.04,0.06,0.01,0.21,0.07,0.04,0.16,0.01,0.04,0.04,0.01,0.16,0.17,0.02,0.07,0.391766920557,0.0109115414921,35.903902381
210,0.07,0.08,0.27,0.09,0.13,0.01,0.04,0.03,0.01,0.02,0.02,0.13,0.03,0.12,0.14,0.1,0.08,0.04,0.04,0.05,0.18,0.02,0.19,0.03,0.02,0.01,0.01,0.04,0.488845881803,0.010519845548,46.4689219601
211,0.1,0.02,0.14,0.2,0.1,0.03,0.06,0.1,0.02,0.08,0.05,0.13,0.01,0.03,0.05,0.14,0.03,0.02,0.03,0.11,0.08,0.06,0.01,0.03,0.09,0.06,0.2,0.02,0.468425125114,0.0107901113679,43.4124458167
212,0.01,0.02,0.04,0.15,0.11,0.05,0.02,0.01,0.02,0.09,0.24,0.12,0.11,0.03,0.13,0.08,0.01,0.02,0.02,0.1,0.08,0.01,0.09,0.04,0.01,0.12,0.04,0.23,0.411273295564,0.00809366546963,50.8142197262
213,0.11,0.07,0.21,0.09,0.16,0.04,0.1,0.09,0.08,0.03,0.01,0.02,0.09,0.05,0.06,0.07,0.08,0.05,0.01,0.05,0.12,0.04,0.03,0.12,0.04,0.15,0.01,0.02,0.39216667086,0.0114886565204,34.1351201651
214,0.01,0.02,0.03,0.02,0.03,0.08,0.03,0.09,0.14,0.03,0.03,0.11,0.05,0.12,0.07,0.05,0.11,0.11,0.07,0.06,0.21,0.15,0.09,0.02,0.13,0.07,0.04,0.03,0.516190943729,0.00990666417373,52.1054246593
215,0.05,0.01,0.01,0.13,0.19,0.02,0.13,0.12,0.05,0.14,0.14,0.04,0.03,0.1,0.01,0.01,0.03,0.07,0.01,0.11,0.04,0.17,0.01,0.03,0.04,0.2,0.1,0.01,0.439984374289,0.0108419636152,40.5816132486
216,0.04,0.02,0.06,0.01,0.01,0.12,0.1,0.08,0.02,0.26,0.05,0.1,0.12,0.02,0.1,0.04,0.07,0.34,0.02,0.03,0.08,0.05,0.05,0.02,0.01,0.06,0.1,0.02,0.457760641683,0.0112466709421,40.7018791639
217,0.28,0.03,0.04,0.04,0.03,0.03,0.01,0.08,0.02,0.04,0.07,0.07,0.38,0.05,0.06,0.03,0.07,0.05,0.16,0.1,0.01,0.01,0.13,0.04,0.02,0.02,0.12,0.01,0.417525867158,0.0134529945703,31.0359054244
218,0.06,0.02,0.08,0.07,0.03,0.09,0.07,0.02,0.06,0.13,0.03,0.03,0.05,0.04,0.24,0.05,0.09,0.15,0.02,0.07,0.09,0.15,0.01,0.05,0.05,0.02,0.11,0.12,0.418551461043,0.0098485142005,42.4989447669
219,0.12,0.07,0.07,0.08,0.08,0.13,0.04,0.1,0.01,0.04,0.2,0.03,0.06,0.04,0.06,0.08,0.05,0.1,0.03,0.09,0.16,0.05,0.04,0.06,0.01,0.06,0.13,0.01,0.46705974362,0.0116880121721,39.960579844
220,0.12,0.06,0.02,0.01,0.22,0.02,0.12,0.07,0.01,0.02,0.11,0.12,0.13,0.12,0.02,0.05,0.01,0.14,0.02,0.05,0.07,0.04,0.04,0.1,0.06,0.15,0.04,0.06,0.428254672293,0.0110183933219,38.8672522192
221,0.19,0.02,0.11,0.14,0.07,0.03,0.11,0.03,0.07,0.03,0.05,0.07,0.17,0.05,0.03,0.05,0.22,0.03,0.02,0.04,0.08,0.09,0.01,0.02,0.08,0.03,0.09,0.07,0.433697956142,0.0116920023712,37.0935569779
222,0.05,0.03,0.1,0.03,0.05,0.25,0.03,0.02,0.23,0.02,0.04,0.05,0.29,0.01,0.06,0.01,0.05,0.05,0.03,0.06,0.06,0.18,0.06,0.02,0.02,0.03,0.15,0.02,0.403347126543,0.0107207607925,37.6229947062
223,0.04,0.06,0.07,0.16,0.01,0.01,0.05,0.06,0.03,0.03,0.01,0.25,0.03,0.1,0.11,0.07,0.19,0.14,0.13,0.07,0.01,0.03,0.05,0.02,0.02,0.06,0.06,0.13,0.398890734413,0.00933576988249,42.7271386757
224,0.09,0.16,0.01,0.08,0.02,0.16,0.06,0.22,0.03,0.06,0.05,0.06,0.06,0.04,0.03,0.08,0.04,0.01,0.05,0.01,0.03,0.08,0.34,0.07,0.01,0.09,0.03,0.03,0.466004188355,0.0110801187631,42.05768894
225,0.01,0.04,0.12,0.01,0.19,0.01,0.04,0.08,0.21,0.08,0.04,0.05,0.09,0.16,0.2,0.38,0.06,0.03,0.01,0.01,0.01,0.03,0.05,0.01,0.01,0.02,0.03,0.02,0.39394639491,0.010043247216,39.2250022763
226,0.03,0.14,0.02,0.01,0.01,0.18,0.07,0.36,0.06,0.01,0.04,0.07,0.1,0.11,0.02,0.01,0.05,0.03,0.02,0.03,0.04,0.06,0.05,0.22,0.04,0.09,0.03,0.1,0.33952924511,0.00973782469191,34.8670525351
227,0.01,0.03,0.07,0.06,0.07,0.01,0.01,0.06,0.02,0.31,0.16,0.01,0.02,0.24,0.05,0.03,0.09,0.01,0.02,0.1,0.19,0.18,0.04,0.03,0.02,0.03,0.1,0.03,0.505210518752,0.00994165269294,50.817558645
228,0.1,0.3,0.03,0.13,0.01,0.03,0.09,0.03,0.07,0.07,0.07,0.17,0.05,0.02,0.03,0.11,0.08,0.01,0.02,0.02,0.06,0.01,0.03,0.06,0.11,0.12,0.06,0.11,0.41834542137,0.0103462397024,40.4345378999
229,0.03,0.18,0.03,0.32,0.06,0.07,0.03,0.11,0.01,0.13,0.03,0.06,0.02,0.01,0.05,0.02,0.12,0.02,0.01,0.04,0.11,0.06,0.02,0.01,0.01,0.05,0.17,0.22,0.466480507844,0.00857595687186,54.393989477
230,0.04,0.04,0.04,0.11,0.02,0.13,0.1,0.07,0.08,0.04,0.01,0.06,0.11,0.22,0.14,0.01,0.24,0.06,0.06,0.01,0.08,0.01,0.05,0.09,0.07,0.06,0.02,0.03,0.446552250621,0.0103500626585,43.1448837903
231,0.06,0.01,0.01,0.04,0.19,0.08,0.02,0.23,0.06,0.06,0.06,0.27,0.09,0.15,0.05,0.07,0.15,0.01,0.14,0.05,0.01,0.02,0.01,0.02,0.03,0.06,0.02,0.03,0.366781965558,0.00981148263205,37.3829297073
232,0.01,0.07,0.03,0.04,0.02,0.04,0.4,0.04,0.01,0.19,0.14,0.07,0.11,0.01,0.04,0.14,0.05,0.01,0.06,0.01,0.06,0.13,0.02,0.01,0.05,0.07,0.11,0.06,0.483124291692,0.0106659867078,45.295789778
233,0.05,0.01,0.03,0.03,0.08,0.17,0.06,0.06,0.09,0.03,0.11,0.17,0.01,0.2,0.02,0.01,0.12,0.37,0.07,0.03,0.05,0.05,0.11,0.01,0.01,0.02,0.01,0.02,0.462202473446,0.0114891862754,40.2293480468
234,0.03,0.04,0.02,0.11,0.08,0.03,0.06,0.27,0.09,0.01,0.06,0.03,0.1,0.04,0.16,0.12,0.05,0.02,0.06,0.01,0.02,0.07,0.01,0.01,0.04,0.19,0.03,0.24,0.358498395553,0.00899248886739,39.8664263965
235,0.03,0.01,0.15,0.05,0.06,0.11,0.08,0.06,0.12,0.02,0.07,0.12,0.22,0.1,0.01,0.02,0.11,0.01,0.01,0.01,0.11,0.16,0.07,0.01,0.01,0.09,0.1,0.08,0.436028699175,0.00973314766038,44.7983236656
236,0.02,0.14,0.01,0.03,0.03,0.15,0.09,0.02,0.06,0.04,0.06,0.01,0.12,0.11,0.04,0.1,0.04,0.09,0.02,0.07,0.33,0.04,0.12,0.03,0.06,0.11,0.01,0.05,0.578303608478,0.0101777957461,56.8201232273
237,0.03,0.02,0.01,0.07,0.11,0.1,0.08,0.21,0.09,0.09,0.24,0.1,0.01,0.03,0.02,0.01,0.05,0.05,0.03,0.01,0.06,0.02,0.21,0.07,0.01,0.01,0.04,0.22,0.461946968809,0.00849284861393,54.392464744
238,0.01,0.22,0.02,0.02,0.01,0.05,0.12,0.01,0.05,0.01,0.01,0.03,0.02,0.17,0.09,0.19,0.17,0.07,0.08,0.03,0.01,0.02,0.02,0.04,0.09,0.23,0.11,0.1,0.441686184387,0.010186410699,43.3603353959
239,0.01,0.26,0.01,0.02,0.04,0.03,0.13,0.09,0.03,0.05,0.02,0.12,0.08,0.09,0.05,0.02,0.06,0.14,0.07,0.04,0.02,0.03,0.08,0.06,0.16,0.17,0.03,0.09,0.43950533569,0.010117289151,43.441017562
240,0.06,0.11,0.08,0.15,0.08,0.13,0.01,0.04,0.04,0.13,0.26,0.02,0.07,0.05,0.05,0.13,0.05,0.01,0.07,0.09,0.03,0.01,0.02,0.01,0.01,0.1,0.17,0.02,0.422838416995,0.0109400278675,38.6505795156
241,0.01,0.05,0.01,0.27,0.25,0.07,0.04,0.01,0.15,0.09,0.05,0.01,0.1,0.06,0.01,0.09,0.08,0.05,0.11,0.04,0.03,0.03,0.01,0.04,0.05,0.25,0.02,0.02,0.39575720421,0.0100639533046,39.3242289816
242,0.01,0.14,0.01,0.03,0.02,0.05,0.01,0.03,0.03,0.11,0.07,0.07,0.01,0.04,0.2,0.15,0.13,0.04,0.03,0.08,0.03,0.04,0.01,0.18,0.17,0.09,0.08,0.14,0.366213813637,0.00901845597028,40.6071521382
243,0.03,0.01,0.12,0.1,0.03,0.22,0.03,0.1,0.07,0.13,0.1,0.12,0.04,0.1,0.1,0.02,0.02,0.01,0.09,0.27,0.02,0.03,0.02,0.08,0.04,0.05,0.02,0.03,0.346712079486,0.0100917356196,34.3560406806
244,0.01,0.12,0.07,0.11,0.05,0.02,0.08,0.02,0.04,0.09,0.01,0.08,0.01,0.16,0.02,0.06,0.09,0.06,0.1,0.16,0.1,0.13,0.17,0.1,0.06,0.02,0.02,0.04,0.472284245544,0.00947060317378,49.8684441612
245,0.01,0.04,0.04,0.12,0.06,0.1,0.05,0.05,0.17,0.02,0.04,0.12,0.02,0.08,0.01,0.15,0.09,0.03,0.22,0.02,0.05,0.02,0.08,0.14,0.09,0.01,0.1,0.07,0.426500146857,0.00884918470043,48.1965470601
246,0.14,0.03,0.03,0.09,0.19,0.19,0.01,0.02,0.09,0.11,0.04,0.02,0.04,0.1,0.01,0.06,0.32,0.05,0.15,0.03,0.04,0.03,0.01,0.01,0.04,0.01,0.01,0.13,0.376205106161,0.0106271311234,35.4004389136
247,0.03,0.14,0.09,0.22,0.03,0.01,0.01,0.01,0.05,0.31,0.13,0.07,0.04,0.1,0.02,0.18,0.05,0.02,0.02,0.02,0.02,0.13,0.02,0.04,0.08,0.05,0.07,0.04,0.38833896239,0.00997006206121,38.9505060255
248,0.02,0.01,0.06,0.13,0.1,0.05,0.04,0.01,0.21,0.12,0.08,0.01,0.06,0.16,0.01,0.11,0.02,0.05,0.03,0.02,0.09,0.05,0.03,0.06,0.35,0.02,0.04,0.06,0.502960812899,0.00955654232703,52.6299989774
249,0.06,0.05,0.16,0.03,0.08,0.07,0.06,0.02,0.08,0.05,0.01,0.14,0.03,0.04,0.26,0.14,0.07,0.04,0.02,0.14,0.02,0.15,0.05,0.01,0.03,0.09,0.01,0.09,0.339310953053,0.0102187706209,33.2046745778
250,0.01,0.21,0.01,0.04,0.02,0.15,0.05,0.03,0.03,0.18,0.06,0.01,0.25,0.04,0.03,0.02,0.01,0.26,0.03,0.08,0.05,0.03,0.01,0.09,0.02,0.2,0.05,0.03,0.380516555402,0.0111793438356,34.0374677617
251,0.16,0.06,0.07,0.07,0.14,0.02,0.01,0.02,0.03,0.07,0.03,0.04,0.04,0.21,0.07,0.21,0.1,0.01,0.11,0.09,0.17,0.06,0.05,0.01,0.06,0.05,0.01,0.03,0.470058720051,0.011425269748,41.1420238138
252,0.02,0.04,0.11,0.02,0.05,0.04,0.2,0.07,0.14,0.08,0.11,0.12,0.03,0.04,0.1,0.03,0.05,0.08,0.03,0.01,0.11,0.16,0.13,0.03,0.04,0.11,0.04,0.01,0.476800530684,0.010629605348,44.8559015199
253,0.06,0.06,0.02,0.13,0.02,0.02,0.04,0.02,0.01,0.04,0.02,0.15,0.08,0.09,0.14,0.05,0.02,0.03,0.14,0.07,0.14,0.01,0.03,0.07,0.32,0.06,0.05,0.11,0.489413465868,0.00933003398002,52.4557002596
254,0.02,0.04,0.01,0.03,0.01,0.07,0.22,0.02,0.09,0.09,0.11,0.03,0.03,0.15,0.29,0.02,0.04,0.1,0.04,0.03,0.04,0.07,0.1,0.06,0.02,0.05,0.04,0.18,0.459409965314,0.00920971365457,49.8831975179
255,0.03,0.15,0.05,0.03,0.02,0.09,0.24,0.02,0.02,0.08,0.13,0.07,0.01,0.03,0.13,0.01,0.2,0.06,0.03,0.14,0.06,0.02,0.09,0.01,0.05,0.02,0.09,0.12,0.492736070536,0.00998637496807,49.3408340976
256,0.09,0.03,0.11,0.03,0.07,0.06,0.08,0.12,0.18,0.09,0.04,0.04,0.07,0.01,0.05,0.05,0.02,0.04,0.03,0.28,0.05,0.05,0.04,0.11,0.09,0.08,0.06,0.03,0.404338091556,0.0109488521811,36.9297242185
257,0.04,0.12,0.02,0.1,0.11,0.02,0.13,0.05,0.03,0.09,0.22,0.01,0.16,0.02,0.01,0.01,0.03,0.08,0.01,0.06,0.16,0.05,0.05,0.03,0.04,0.11,0.01,0.23,0.460023057101,0.00913856314947,50.338663702
258,0.1,0.01,0.04,0.06,0.01,0.02,0.02,0.01,0.14,0.02,0.11,0.03,0.09,0.03,0.04,0.04,0.06,0.17,0.09,0.29,0.07,0.1,0.09,0.1,0.02,0.17,0.02,0.05,0.401762218974,0.011589450183,34.6662018154
259,0.07,0.21,0.24,0.04,0.05,0.19,0.14,0.01,0.05,0.16,0.09,0.03,0.11,0.09,0.12,0.01,0.08,0.01,0.01,0.12,0.02,0.05,0.03,0.01,0.01,0.03,0.01,0.01,0.359790099131,0.0113533378209,31.6902487009
260,0.13,0.04,0.03,0.35,0.01,0.02,0.02,0.11,0.01,0.04,0.03,0.01,0.05,0.18,0.06,0.01,0.02,0.12,0.13,0.22,0.05,0.07,0.05,0.1,0.01,0.04,0.08,0.01,0.434523751391,0.0116189785593,37.3977582601
261,0.21,0.02,0.07,0.04,0.03,0.01,0.08,0.04,0.02,0.04,0.07,0.14,0.12,0.05,0.01,0.02,0.02,0.26,0.11,0.06,0.11,0.27,0.03,0.04,0.01,0.02,0.02,0.08,0.379499268962,0.0126502989836,29.9992331765
262,0.01,0.03,0.12,0.05,0.03,0.01,0.12,0.04,0.07,0.09,0.01,0.33,0.07,0.14,0.1,0.03,0.04,0.08,0.16,0.05,0.11,0.05,0.03,0.03,0.13,0.05,0.01,0.01,0.446433781624,0.00958556981839,46.573525631
263,0.2,0.05,0.1,0.01,0.06,0.06,0.11,0.01,0.18,0.13,0.08,0.03,0.03,0.03,0.02,0.05,0.03,0.11,0.17,0.03,0.03,0.08,0.05,0.05,0.1,0.03,0.12,0.05,0.437735477789,0.0121340021627,36.0751112385
264,0.12,0.04,0.07,0.06,0.02,0.01,0.18,0.1,0.01,0.1,0.05,0.11,0.05,0.15,0.03,0.13,0.12,0.03,0.17,0.02,0.01,0.01,0.07,0.04,0.01,0.26,0.02,0.01,0.413555526941,0.011748192281,35.2016307743
265,0.02,0.02,0.02,0.1,0.03,0.13,0.08,0.04,0.1,0.11,0.07,0.04,0.15,0.02,0.2,0.08,0.01,0.01,0.02,0.02,0.03,0.04,0.1,0.09,0.01,0.25,0.2,0.01,0.452747402775,0.0102901706274,43.99804621
266,0.15,0.1,0.05,0.01,0.02,0.14,0.2,0.09,0.04,0.01,0.05,0.07,0.04,0.01,0.11,0.08,0.02,0.06,0.08,0.05,0.02,0.04,0.11,0.06,0.09,0.08,0.09,0.13,0.438679026913,0.0111404232518,39.3772316364
267,0.1,0.04,0.06,0.02,0.06,0.07,0.13,0.23,0.05,0.09,0.03,0.01,0.04,0.06,0.14,0.25,0.01,0.01,0.04,0.13,0.05,0.02,0.04,0.03,0.17,0.06,0.05,0.01,0.442965642914,0.0114098706556,38.8230205482
268,0.04,0.18,0.02,0.08,0.05,0.06,0.07,0.03,0.01,0.14,0.3,0.03,0.01,0.05,0.06,0.11,0.05,0.02,0.04,0.06,0.02,0.08,0.07,0.09,0.13,0.07,0.09,0.04,0.418713662928,0.0106967946407,39.1438442069
269,0.1,0.07,0.12,0.02,0.02,0.1,0.18,0.04,0.09,0.14,0.03,0.02,0.06,0.06,0.03,0.1,0.01,0.06,0.04,0.07,0.01,0.11,0.01,0.07,0.02,0.01,0.13,0.28,0.390266269806,0.00900105858902,43.3578190772
270,0.21,0.01,0.02,0.01,0.05,0.02,0.12,0.17,0.07,0.02,0.18,0.08,0.15,0.03,0.03,0.04,0.02,0.02,0.05,0.07,0.01,0.09,0.02,0.06,0.08,0.16,0.12,0.09,0.401011650691,0.012265445296,32.6944225027
271,0.01,0.02,0.28,0.05,0.08,0.06,0.08,0.02,0.06,0.09,0.05,0.27,0.04,0.05,0.05,0.02,0.05,0.06,0.04,0.18,0.03,0.11,0.14,0.01,0.01,0.01,0.08,0.05,0.411547170258,0.00983891588105,41.8285078593
272,0.01,0.12,0.01,0.04,0.04,0.11,0.02,0.04,0.08,0.11,0.05,0.14,0.01,0.01,0.05,0.16,0.11,0.03,0.17,0.04,0.09,0.2,0.06,0.14,0.09,0.04,0.02,0.01,0.353557223247,0.0097661105616,36.2024596196
273,0.04,0.29,0.01,0.04,0.15,0.03,0.05,0.02,0.06,0.23,0.03,0.11,0.03,0.02,0.16,0.04,0.01,0.07,0.09,0.04,0.08,0.02,0.05,0.14,0.1,0.01,0.06,0.02,0.418157258927,0.00998731838681,41.8688223137
274,0.08,0.03,0.1,0.03,0.01,0.05,0.01,0.02,0.03,0.05,0.05,0.02,0.12,0.03,0.01,0.02,0.03,0.02,0.24,0.08,0.05,0.03,0.1,0.16,0.27,0.32,0.01,0.03,0.386077209438,0.0115784674462,33.3444137777
275,0.11,0.03,0.02,0.04,0.19,0.02,0.01,0.17,0.07,0.1,0.14,0.02,0.18,0.16,0.03,0.01,0.04,0.03,0.1,0.03,0.01,0.11,0.07,0.16,0.04,0.03,0.06,0.02,0.36998929162,0.0106631527248,34.6979266986
276,0.1,0.04,0.01,0.1,0.29,0.04,0.1,0.05,0.01,0.06,0.01,0.06,0.11,0.04,0.08,0.1,0.01,0.02,0.09,0.2,0.03,0.02,0.04,0.09,0.14,0.11,0.04,0.01,0.41485688946,0.0106584493914,38.9228183412
277,0.07,0.08,0.14,0.06,0.03,0.01,0.05,0.11,0.02,0.11,0.09,0.02,0.06,0.02,0.06,0.01,0.07,0.09,0.01,0.02,0.11,0.09,0.28,0.01,0.1,0.03,0.23,0.02,0.599712987891,0.0111944897041,53.5721594946
278,0.03,0.05,0.11,0.07,0.01,0.24,0.02,0.16,0.04,0.01,0.08,0.01,0.3,0.03,0.07,0.12,0.03,0.08,0.1,0.05,0.01,0.03,0.01,0.01,0.04,0.19,0.03,0.07,0.3187212084,0.0110853978184,28.7514452454
279,0.14,0.02,0.01,0.06,0.02,0.03,0.08,0.02,0.05,0.06,0.13,0.02,0.06,0.09,0.08,0.03,0.03,0.09,0.02,0.03,0.02,0.17,0.04,0.01,0.02,0.12,0.08,0.47,0.383365591745,0.00817923277436,46.8706053881
280,0.02,0.07,0.08,0.1,0.01,0.15,0.01,0.07,0.15,0.03,0.01,0.38,0.03,0.13,0.08,0.08,0.04,0.01,0.01,0.05,0.02,0.04,0.16,0.04,0.02,0.16,0.01,0.04,0.400100098933,0.00949541568379,42.1361330833
281,0.02,0.04,0.05,0.29,0.03,0.22,0.1,0.02,0.03,0.02,0.03,0.04,0.16,0.04,0.02,0.11,0.02,0.05,0.04,0.01,0.02,0.08,0.12,0.06,0.11,0.07,0.07,0.13,0.42158916489,0.00926928098616,45.4824020892
282,0.02,0.02,0.01,0.08,0.03,0.02,0.21,0.04,0.03,0.02,0.27,0.1,0.02,0.02,0.04,0.03,0.06,0.09,0.16,0.09,0.07,0.05,0.03,0.03,0.01,0.12,0.2,0.13,0.497369050263,0.00987004080995,50.3917926825
283,0.02,0.07,0.1,0.02,0.01,0.05,0.01,0.11,0.05,0.06,0.02,0.04,0.03,0.02,0.08,0.02,0.09,0.06,0.09,0.02,0.23,0.13,0.03,0.14,0.37,0.02,0.09,0.02,0.503387834343,0.0104308089294,48.2597119504
284,0.02,0.11,0.18,0.03,0.05,0.02,0.04,0.09,0.01,0.06,0.03,0.01,0.11,0.01,0.03,0.07,0.01,0.06,0.07,0.03,0.2,0.02,0.07,0.31,0.07,0.11,0.17,0.01,0.445497821777,0.0105124592166,42.3780784873
285,0.15,0.04,0.09,0.09,0.1,0.04,0.1,0.16,0.01,0.05,0.03,0.1,0.02,0.04,0.01,0.2,0.04,0.04,0.11,0.04,0.02,0.07,0.03,0.29,0.02,0.04,0.06,0.01,0.310671656909,0.0114325600691,27.1742859893
286,0.04,0.19,0.07,0.04,0.1,0.12,0.02,0.04,0.03,0.06,0.01,0.05,0.08,0.01,0.1,0.09,0.05,0.13,0.02,0.09,0.09,0.04,0.23,0.04,0.01,0.16,0.03,0.06,0.459162443786,0.010645318337,43.1328053565
287,0.29,0.18,0.01,0.03,0.1,0.02,0.05,0.07,0.02,0.05,0.05,0.1,0.03,0.02,0.05,0.01,0.05,0.09,0.11,0.17,0.02,0.03,0.1,0.01,0.02,0.05,0.16,0.11,0.457242857367,0.0128878450808,35.478612173
288,0.15,0.09,0.03,0.08,0.01,0.07,0.05,0.13,0.01,0.07,0.23,0.02,0.09,0.02,0.14,0.03,0.06,0.01,0.05,0.02,0.05,0.03,0.2,0.12,0.06,0.01,0.12,0.05,0.462006471016,0.0114550130649,40.3322517748
289,0.01,0.03,0.02,0.05,0.06,0.04,0.2,0.03,0.07,0.01,0.03,0.01,0.2,0.49,0.01,0.08,0.04,0.24,0.02,0.01,0.04,0.05,0.04,0.02,0.01,0.15,0.01,0.03,0.507180740371,0.0125630263331,40.3709048222
290,0.01,0.02,0.04,0.12,0.03,0.05,0.13,0.03,0.03,0.02,0.07,0.09,0.08,0.04,0.18,0.04,0.02,0.2,0.07,0.06,0.13,0.02,0.06,0.07,0.06,0.17,0.05,0.11,0.468513855795,0.0098366789016,47.6292720827
291,0.08,0.13,0.06,0.04,0.03,0.07,0.05,0.04,0.05,0.2,0.25,0.04,0.09,0.03,0.12,0.02,0.01,0.02,0.04,0.13,0.07,0.03,0.07,0.02,0.14,0.09,0.06,0.02,0.44781945653,0.0112490630651,39.8094893716
292,0.23,0.02,0.06,0.07,0.09,0.04,0.02,0.02,0.24,0.03,0.02,0.3,0.13,0.01,0.02,0.07,0.03,0.05,0.01,0.03,0.07,0.12,0.05,0.01,0.06,0.04,0.11,0.05,0.426474394362,0.0117410580021,36.3233359622
293,0.13,0.01,0.07,0.04,0.01,0.04,0.04,0.11,0.17,0.07,0.06,0.13,0.01,0.04,0.03,0.06,0.21,0.17,0.01,0.01,0.18,0.02,0.11,0.04,0.01,0.09,0.12,0.01,0.53370289553,0.0116020835556,46.0006078195
294,0.17,0.01,0.05,0.11,0.07,0.08,0.02,0.06,0.05,0.02,0.18,0.04,0.15,0.05,0.01,0.03,0.24,0.05,0.1,0.05,0.08,0.01,0.03,0.07,0.19,0.01,0.03,0.04,0.421553751115,0.0118731537817,35.5047832163
295,0.16,0.01,0.15,0.02,0.01,0.02,0.04,0.06,0.03,0.01,0.11,0.01,0.12,0.02,0.07,0.06,0.04,0.08,0.05,0.01,0.12,0.04,0.09,0.02,0.07,0.39,0.09,0.1,0.448381374516,0.0128931727478,34.776651433
296,0.17,0.08,0.02,0.03,0.06,0.11,0.13,0.03,0.03,0.03,0.04,0.01,0.01,0.01,0.01,0.02,0.16,0.23,0.22,0.08,0.03,0.02,0.18,0.03,0.09,0.07,0.07,0.03,0.488273550222,0.0126886433126,38.4811471323
297,0.1,0.23,0.23,0.01,0.23,0.08,0.03,0.13,0.03,0.01,0.01,0.02,0.08,0.07,0.14,0.11,0.08,0.01,0.03,0.01,0.08,0.03,0.05,0.08,0.02,0.06,0.03,0.01,0.362316419438,0.0116532083556,31.0915593697
298,0.09,0.01,0.17,0.02,0.02,0.01,0.03,0.05,0.08,0.02,0.09,0.02,0.4,0.06,0.07,0.01,0.04,0.03,0.02,0.19,0.14,0.14,0.05,0.03,0.1,0.05,0.04,0.02,0.419066331177,0.0117384360398,35.7003547794
299,0.31,0.01,0.01,0.03,0.05,0.01,0.03,0.01,0.01,0.19,0.13,0.07,0.09,0.03,0.01,0.02,0.1,0.3,0.01,0.02,0.08,0.01,0.01,0.2,0.21,0.01,0.02,0.02,0.409024190372,0.0140675717654,29.0756782473
300,0.06,0.07,0.13,0.01,0.25,0.19,0.01,0.04,0.05,0.12,0.08,0.05,0.15,0.05,0.03,0.05,0.22,0.09,0.03,0.02,0.04,0.02,0.03,0.02,0.09,0.05,0.04,0.01,0.383496494594,0.0107846550054,35.5594587313
301,0.04,0.17,0.02,0.04,0.01,0.1,0.01,0.1,0.06,0.06,0.14,0.05,0.03,0.04,0.04,0.02,0.07,0.13,0.04,0.12,0.06,0.03,0.09,0.1,0.21,0.12,0.07,0.03,0.450815154038,0.0109898154105,41.0211761707
302,0.08,0.11,0.05,0.21,0.13,0.05,0.04,0.02,0.01,0.09,0.04,0.12,0.15,0.05,0.03,0.13,0.08,0.09,0.05,0.01,0.13,0.07,0.03,0.04,0.07,0.07,0.04,0.01,0.434257762353,0.0105218229696,41.2721030956
