,aap,adsk,avgo,bud,chtr,cmcsa,crc,dltr,dspg,fb,goog,lbrdk,low,lsxma,lyb,mar,mgm,mpc,pcln,portfolioreturn,portfoliostandarddeviation,px,sbac,stz,unp,wlk,returnoverrisk
229,0.09,0.06,0.07,0.06,0.01,0.01,0.02,0.03,0.01,0.09,0.05,0.03,0.01,0.02,0.03,0.14,0.01,0.01,0.02,0.130330114055,0.00677828251402,0.05,0.03,0.02,0.01,0.12,19.2276013556
230,0.02,0.01,0.01,0.05,0.05,0.05,0.04,0.01,0.05,0.11,0.02,0.05,0.03,0.04,0.07,0.01,0.06,0.02,0.03,0.137949844735,0.00632021642132,0.03,0.02,0.05,0.03,0.14,21.8267596453
231,0.08,0.01,0.03,0.05,0.02,0.08,0.05,0.01,0.01,0.05,0.01,0.02,0.02,0.01,0.02,0.11,0.01,0.01,0.09,0.0900643143047,0.00887494669546,0.13,0.1,0.04,0.02,0.02,10.1481527039
232,0.02,0.05,0.05,0.03,0.03,0.01,0.02,0.03,0.05,0.01,0.06,0.03,0.02,0.14,0.02,0.04,0.01,0.01,0.08,0.130557654129,0.00690893389205,0.16,0.01,0.03,0.04,0.05,18.8969320258
233,0.02,0.01,0.01,0.03,0.06,0.07,0.01,0.02,0.07,0.02,0.01,0.01,0.07,0.05,0.04,0.07,0.09,0.08,0.05,0.139198178032,0.00762236875202,0.03,0.07,0.02,0.03,0.06,18.2618005716
234,0.05,0.05,0.02,0.06,0.16,0.01,0.02,0.01,0.01,0.01,0.06,0.06,0.02,0.03,0.04,0.1,0.05,0.04,0.01,0.121502127977,0.00765724585601,0.08,0.03,0.02,0.03,0.03,15.8676017804
235,0.08,0.08,0.03,0.03,0.04,0.01,0.01,0.08,0.04,0.01,0.08,0.08,0.05,0.03,0.02,0.07,0.03,0.01,0.01,0.118751795642,0.00744234645742,0.09,0.03,0.07,0.01,0.01,15.9562305143
236,0.01,0.06,0.03,0.04,0.03,0.06,0.01,0.07,0.02,0.08,0.04,0.05,0.03,0.03,0.07,0.04,0.01,0.01,0.1,0.149094593434,0.00718122743246,0.03,0.05,0.03,0.01,0.09,20.7617144613
237,0.01,0.01,0.02,0.06,0.11,0.01,0.08,0.07,0.03,0.02,0.02,0.11,0.04,0.02,0.09,0.03,0.01,0.05,0.05,0.089376274906,0.00709034394416,0.04,0.02,0.03,0.01,0.06,12.6053511099
238,0.02,0.01,0.01,0.12,0.07,0.07,0.01,0.1,0.02,0.03,0.01,0.01,0.07,0.03,0.04,0.09,0.03,0.05,0.08,0.11804391367,0.00716032006371,0.04,0.04,0.02,0.01,0.02,16.4858431774
239,0.01,0.07,0.02,0.01,0.14,0.02,0.05,0.02,0.01,0.01,0.11,0.01,0.01,0.12,0.05,0.03,0.12,0.03,0.02,0.125890661281,0.00744721061864,0.02,0.01,0.01,0.03,0.07,16.9044045788
240,0.03,0.02,0.04,0.04,0.01,0.05,0.07,0.09,0.04,0.06,0.03,0.02,0.04,0.03,0.09,0.05,0.06,0.03,0.01,0.0992109706619,0.00673677969854,0.05,0.02,0.01,0.04,0.07,14.726764879
241,0.06,0.02,0.03,0.07,0.04,0.01,0.05,0.05,0.05,0.11,0.08,0.03,0.03,0.06,0.04,0.03,0.01,0.02,0.03,0.0959434195405,0.00772548709438,0.08,0.07,0.01,0.01,0.01,12.4190770586
242,0.01,0.07,0.01,0.03,0.02,0.05,0.04,0.02,0.02,0.01,0.08,0.14,0.06,0.05,0.04,0.01,0.02,0.03,0.14,0.104372933427,0.00642853633489,0.01,0.01,0.01,0.06,0.06,16.2358782761
243,0.06,0.14,0.08,0.04,0.14,0.01,0.02,0.01,0.03,0.04,0.02,0.01,0.09,0.05,0.02,0.02,0.01,0.01,0.06,0.114945133139,0.00758763742877,0.01,0.01,0.04,0.05,0.03,15.1490018095
244,0.08,0.01,0.07,0.06,0.04,0.06,0.03,0.02,0.01,0.03,0.04,0.07,0.06,0.02,0.01,0.03,0.01,0.09,0.13,0.0702916080035,0.00694062168582,0.03,0.04,0.03,0.02,0.01,10.1275665474
245,0.01,0.01,0.07,0.01,0.02,0.02,0.03,0.03,0.01,0.01,0.17,0.02,0.02,0.03,0.1,0.04,0.02,0.04,0.03,0.128292491838,0.00850247169843,0.01,0.01,0.15,0.12,0.02,15.0888466776
246,0.06,0.01,0.01,0.02,0.06,0.01,0.12,0.01,0.04,0.03,0.01,0.09,0.02,0.04,0.08,0.05,0.04,0.02,0.06,0.0482141091294,0.00733078874741,0.03,0.01,0.07,0.09,0.02,6.57693336839
247,0.02,0.01,0.03,0.01,0.06,0.02,0.11,0.05,0.06,0.09,0.03,0.06,0.03,0.01,0.09,0.07,0.03,0.06,0.01,0.0826521444746,0.00726300761379,0.06,0.02,0.02,0.04,0.01,11.3798785393
248,0.01,0.02,0.08,0.02,0.08,0.04,0.05,0.05,0.02,0.02,0.13,0.01,0.07,0.1,0.1,0.01,0.03,0.03,0.01,0.0990841758361,0.00724293624233,0.05,0.01,0.01,0.01,0.04,13.6801115626
249,0.03,0.02,0.02,0.03,0.04,0.05,0.08,0.03,0.07,0.02,0.01,0.07,0.05,0.04,0.04,0.12,0.05,0.05,0.01,0.0949137491617,0.0069238649269,0.04,0.01,0.05,0.05,0.02,13.7082034621
250,0.07,0.06,0.01,0.11,0.03,0.01,0.03,0.04,0.03,0.04,0.03,0.01,0.02,0.03,0.01,0.07,0.03,0.04,0.05,0.121680106028,0.00751113974403,0.05,0.07,0.07,0.02,0.07,16.1999523608
251,0.05,0.05,0.02,0.06,0.02,0.02,0.03,0.07,0.06,0.01,0.09,0.02,0.01,0.02,0.01,0.02,0.13,0.1,0.06,0.111270584818,0.00662286075084,0.04,0.01,0.03,0.06,0.01,16.8009851036
252,0.05,0.01,0.03,0.01,0.03,0.02,0.08,0.02,0.06,0.02,0.01,0.01,0.02,0.08,0.06,0.03,0.03,0.05,0.03,0.0884554255969,0.00726272353628,0.24,0.01,0.07,0.01,0.02,12.179373916
253,0.01,0.01,0.01,0.06,0.04,0.1,0.01,0.03,0.01,0.05,0.09,0.03,0.07,0.01,0.06,0.1,0.04,0.02,0.05,0.133984772135,0.00690585777963,0.02,0.03,0.02,0.06,0.07,19.4016118505
254,0.1,0.01,0.01,0.04,0.01,0.03,0.02,0.02,0.01,0.11,0.02,0.03,0.1,0.07,0.11,0.06,0.03,0.04,0.01,0.0891959714193,0.00735492362186,0.05,0.05,0.03,0.01,0.03,12.1273824182
255,0.08,0.06,0.01,0.11,0.02,0.04,0.04,0.03,0.01,0.01,0.02,0.02,0.01,0.03,0.05,0.08,0.03,0.02,0.01,0.0989048775024,0.0077442601237,0.04,0.06,0.08,0.09,0.05,12.7713785336
256,0.02,0.11,0.12,0.01,0.01,0.06,0.1,0.01,0.01,0.01,0.01,0.02,0.03,0.03,0.06,0.01,0.1,0.02,0.08,0.0896206334613,0.00773374760468,0.03,0.04,0.03,0.07,0.01,11.5882542387
257,0.01,0.01,0.1,0.01,0.01,0.07,0.02,0.06,0.12,0.01,0.11,0.03,0.01,0.02,0.11,0.01,0.02,0.01,0.02,0.128777921502,0.00746158097831,0.14,0.02,0.02,0.03,0.03,17.2587983534
258,0.07,0.02,0.01,0.02,0.16,0.02,0.03,0.03,0.05,0.01,0.03,0.03,0.01,0.02,0.03,0.01,0.03,0.12,0.03,0.0932846301233,0.00759604150497,0.1,0.02,0.05,0.07,0.03,12.2806898912
259,0.01,0.03,0.02,0.01,0.06,0.01,0.02,0.03,0.1,0.05,0.02,0.01,0.01,0.03,0.01,0.08,0.01,0.04,0.14,0.153148868585,0.0100258630588,0.07,0.13,0.03,0.05,0.03,15.2753800533
260,0.05,0.05,0.1,0.01,0.12,0.02,0.08,0.05,0.05,0.07,0.02,0.02,0.01,0.03,0.01,0.09,0.06,0.01,0.03,0.0989233985671,0.00771072261382,0.04,0.01,0.04,0.02,0.01,12.8293291721
261,0.01,0.01,0.05,0.04,0.18,0.01,0.07,0.02,0.04,0.03,0.01,0.01,0.01,0.01,0.06,0.06,0.03,0.03,0.02,0.107742059437,0.00846753437918,0.14,0.04,0.03,0.08,0.01,12.7241360487
262,0.07,0.02,0.03,0.04,0.06,0.03,0.01,0.03,0.09,0.09,0.02,0.08,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.120272067111,0.00816520967292,0.01,0.09,0.02,0.03,0.04,14.7298198
263,0.01,0.04,0.06,0.04,0.04,0.01,0.05,0.03,0.01,0.05,0.11,0.01,0.07,0.01,0.11,0.1,0.03,0.02,0.04,0.123394598104,0.00728080552586,0.03,0.01,0.06,0.04,0.02,16.9479321574
264,0.06,0.07,0.01,0.03,0.02,0.07,0.01,0.02,0.03,0.01,0.04,0.03,0.07,0.07,0.01,0.02,0.11,0.01,0.06,0.129839075287,0.007822941826,0.01,0.05,0.14,0.03,0.02,16.5972185624
265,0.01,0.02,0.07,0.03,0.15,0.02,0.02,0.04,0.01,0.02,0.02,0.05,0.04,0.03,0.07,0.08,0.02,0.04,0.08,0.123235624635,0.007479080421,0.02,0.01,0.02,0.08,0.05,16.4773765888
266,0.02,0.03,0.02,0.08,0.02,0.05,0.02,0.02,0.01,0.01,0.07,0.03,0.03,0.06,0.16,0.02,0.09,0.04,0.06,0.12029260611,0.00648996774643,0.01,0.02,0.02,0.03,0.08,18.5351623938
267,0.01,0.2,0.01,0.01,0.04,0.02,0.02,0.01,0.03,0.01,0.03,0.02,0.03,0.13,0.05,0.02,0.01,0.09,0.05,0.150402004981,0.00742925534552,0.04,0.04,0.02,0.06,0.05,20.244559917
268,0.03,0.01,0.05,0.04,0.16,0.04,0.01,0.02,0.02,0.04,0.02,0.13,0.11,0.01,0.01,0.06,0.01,0.02,0.01,0.120097253869,0.00751747145852,0.07,0.02,0.05,0.04,0.02,15.9757512259
269,0.04,0.01,0.09,0.01,0.04,0.07,0.01,0.03,0.01,0.05,0.03,0.05,0.06,0.09,0.07,0.02,0.01,0.12,0.05,0.100676021825,0.00682254847023,0.03,0.01,0.04,0.05,0.01,14.7563659334
270,0.03,0.09,0.03,0.08,0.07,0.02,0.01,0.04,0.04,0.01,0.01,0.1,0.04,0.03,0.13,0.01,0.01,0.01,0.01,0.13244802635,0.00821163697872,0.06,0.08,0.03,0.02,0.04,16.129308528
271,0.01,0.03,0.04,0.01,0.02,0.06,0.08,0.01,0.05,0.05,0.01,0.1,0.01,0.03,0.04,0.03,0.03,0.02,0.02,0.114893144159,0.00986771918771,0.12,0.14,0.01,0.04,0.04,11.6433333755
272,0.01,0.09,0.01,0.06,0.01,0.06,0.02,0.02,0.04,0.01,0.05,0.05,0.06,0.03,0.08,0.01,0.02,0.06,0.02,0.146768127432,0.00778356845613,0.05,0.07,0.09,0.02,0.06,18.8561491119
273,0.01,0.01,0.05,0.1,0.01,0.05,0.03,0.04,0.06,0.03,0.17,0.07,0.05,0.02,0.01,0.03,0.03,0.02,0.05,0.119807137417,0.00656153814253,0.01,0.02,0.03,0.04,0.06,18.2590019008
274,0.14,0.04,0.01,0.02,0.02,0.01,0.11,0.03,0.01,0.01,0.04,0.01,0.04,0.1,0.01,0.01,0.04,0.03,0.06,0.0159304379662,0.00805164922806,0.01,0.04,0.12,0.08,0.01,1.97853104562
275,0.04,0.06,0.01,0.08,0.01,0.05,0.05,0.02,0.02,0.01,0.05,0.01,0.07,0.01,0.05,0.03,0.03,0.04,0.02,0.111434011853,0.006466421349,0.18,0.01,0.05,0.02,0.08,17.2327174242
276,0.02,0.05,0.02,0.02,0.11,0.01,0.1,0.01,0.02,0.03,0.01,0.07,0.01,0.1,0.05,0.08,0.03,0.01,0.02,0.0942285300377,0.00740470234011,0.01,0.01,0.05,0.08,0.08,12.7254987047
277,0.06,0.01,0.12,0.06,0.07,0.02,0.02,0.11,0.01,0.04,0.04,0.02,0.08,0.04,0.01,0.07,0.02,0.01,0.02,0.111684574726,0.00705831577421,0.01,0.02,0.02,0.01,0.11,15.8231196079
278,0.01,0.01,0.05,0.01,0.02,0.05,0.06,0.04,0.08,0.01,0.03,0.02,0.02,0.04,0.01,0.04,0.18,0.04,0.03,0.133293427613,0.00692848357417,0.07,0.01,0.09,0.05,0.03,19.23847061
279,0.05,0.01,0.05,0.01,0.01,0.02,0.03,0.12,0.01,0.07,0.13,0.01,0.02,0.03,0.01,0.02,0.08,0.02,0.04,0.126561080731,0.00729907965189,0.09,0.02,0.07,0.01,0.07,17.339320403
280,0.04,0.04,0.09,0.04,0.05,0.01,0.01,0.01,0.02,0.12,0.07,0.03,0.15,0.02,0.01,0.03,0.01,0.06,0.01,0.130910244681,0.00747388448899,0.06,0.05,0.04,0.02,0.01,17.5156901172
281,0.05,0.06,0.03,0.01,0.02,0.01,0.05,0.01,0.05,0.1,0.08,0.02,0.03,0.06,0.07,0.02,0.07,0.04,0.03,0.121193175821,0.00654781592799,0.04,0.02,0.02,0.02,0.09,18.5089466707
282,0.03,0.03,0.03,0.03,0.07,0.01,0.01,0.08,0.04,0.09,0.06,0.02,0.05,0.01,0.03,0.03,0.04,0.07,0.08,0.143589960901,0.00719103051757,0.03,0.02,0.1,0.01,0.03,19.9679253968
283,0.02,0.05,0.11,0.05,0.05,0.02,0.09,0.02,0.02,0.02,0.05,0.03,0.01,0.04,0.08,0.04,0.01,0.06,0.01,0.0917862374872,0.00694327130299,0.13,0.02,0.01,0.02,0.04,13.2194513914
284,0.01,0.04,0.07,0.05,0.03,0.06,0.01,0.04,0.14,0.06,0.02,0.01,0.02,0.02,0.07,0.01,0.09,0.06,0.01,0.150244842104,0.00666556402519,0.08,0.02,0.03,0.04,0.01,22.5404544216
285,0.08,0.1,0.03,0.05,0.09,0.01,0.01,0.04,0.04,0.03,0.01,0.03,0.03,0.08,0.05,0.05,0.11,0.01,0.01,0.1240042111,0.00846855322467,0.02,0.08,0.02,0.01,0.01,14.642903907
286,0.01,0.08,0.01,0.05,0.01,0.01,0.01,0.03,0.04,0.01,0.01,0.02,0.05,0.08,0.02,0.01,0.08,0.01,0.05,0.170537863522,0.0100281607111,0.03,0.12,0.17,0.07,0.02,17.0058965382
287,0.04,0.05,0.03,0.03,0.12,0.03,0.02,0.07,0.03,0.08,0.03,0.04,0.08,0.02,0.03,0.09,0.01,0.01,0.03,0.130179215285,0.00747360614991,0.04,0.02,0.05,0.01,0.04,17.418527639
288,0.02,0.09,0.08,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.05,0.01,0.1,0.12,0.01,0.01,0.02,0.1,0.127890869819,0.00710526295969,0.16,0.01,0.03,0.04,0.02,17.9994562544
289,0.01,0.02,0.05,0.02,0.1,0.02,0.12,0.02,0.19,0.02,0.01,0.05,0.01,0.02,0.03,0.01,0.01,0.01,0.09,0.0815713324379,0.00750798334728,0.07,0.02,0.05,0.03,0.02,10.8646128614
290,0.1,0.01,0.03,0.03,0.01,0.09,0.03,0.03,0.02,0.01,0.02,0.01,0.09,0.07,0.06,0.03,0.07,0.01,0.05,0.0630814332374,0.00770045126675,0.03,0.05,0.03,0.09,0.03,8.19191383105
291,0.01,0.01,0.03,0.01,0.01,0.01,0.03,0.06,0.02,0.2,0.03,0.07,0.12,0.04,0.01,0.04,0.07,0.02,0.03,0.148007707357,0.00684066465222,0.06,0.01,0.06,0.03,0.02,21.6364512634
292,0.03,0.02,0.08,0.05,0.03,0.06,0.02,0.07,0.02,0.07,0.05,0.03,0.01,0.07,0.03,0.05,0.05,0.01,0.01,0.123201931483,0.00763439650555,0.04,0.04,0.04,0.1,0.02,16.1377433558
293,0.13,0.04,0.02,0.05,0.06,0.04,0.05,0.02,0.02,0.01,0.02,0.04,0.1,0.03,0.05,0.01,0.03,0.02,0.03,0.0512502602437,0.00716862859515,0.04,0.04,0.04,0.03,0.08,7.14924194543
294,0.02,0.03,0.04,0.01,0.03,0.09,0.05,0.03,0.06,0.09,0.08,0.04,0.01,0.04,0.01,0.02,0.01,0.01,0.03,0.0999151571626,0.00836729667091,0.03,0.01,0.04,0.21,0.01,11.9411514964
295,0.06,0.02,0.03,0.09,0.02,0.05,0.02,0.13,0.04,0.04,0.08,0.05,0.02,0.02,0.15,0.03,0.01,0.01,0.04,0.0889116306773,0.00763505715133,0.01,0.04,0.02,0.01,0.01,11.6451820746
296,0.01,0.07,0.02,0.03,0.14,0.01,0.04,0.02,0.03,0.12,0.04,0.02,0.08,0.04,0.01,0.01,0.02,0.04,0.07,0.136748671324,0.00741697919168,0.06,0.01,0.09,0.01,0.01,18.4372461874
297,0.03,0.03,0.08,0.02,0.02,0.03,0.06,0.1,0.03,0.02,0.02,0.03,0.02,0.03,0.06,0.01,0.01,0.02,0.09,0.0950973119827,0.007959349626,0.01,0.01,0.12,0.12,0.03,11.9478746947
298,0.03,0.06,0.04,0.06,0.06,0.12,0.01,0.03,0.03,0.05,0.01,0.01,0.07,0.08,0.05,0.02,0.06,0.06,0.02,0.118379019943,0.0067500325059,0.03,0.01,0.05,0.03,0.01,17.5375481288
299,0.11,0.04,0.06,0.04,0.06,0.04,0.02,0.01,0.02,0.03,0.05,0.01,0.07,0.05,0.02,0.11,0.01,0.03,0.01,0.0846183570413,0.00796546215999,0.03,0.06,0.01,0.07,0.04,10.6231572433
300,0.06,0.06,0.02,0.03,0.07,0.02,0.08,0.02,0.03,0.1,0.01,0.04,0.01,0.09,0.05,0.04,0.01,0.06,0.03,0.08590781216,0.0091412374594,0.01,0.11,0.02,0.02,0.01,9.39783180796
301,0.01,0.02,0.09,0.01,0.01,0.01,0.06,0.02,0.04,0.07,0.04,0.16,0.08,0.09,0.01,0.03,0.06,0.07,0.02,0.108823066774,0.00674612965208,0.03,0.02,0.02,0.02,0.01,16.1311851961
302,0.01,0.05,0.01,0.01,0.01,0.03,0.06,0.09,0.09,0.03,0.06,0.01,0.04,0.03,0.04,0.07,0.01,0.05,0.02,0.139087990946,0.00658191156047,0.06,0.02,0.03,0.01,0.16,21.1318535153
303,0.06,0.03,0.07,0.1,0.01,0.02,0.02,0.02,0.05,0.02,0.05,0.04,0.06,0.04,0.08,0.05,0.01,0.06,0.07,0.102025481322,0.00704745805392,0.01,0.04,0.06,0.01,0.02,14.4769192723
304,0.07,0.01,0.05,0.01,0.02,0.01,0.01,0.08,0.05,0.01,0.04,0.05,0.01,0.04,0.02,0.1,0.21,0.04,0.04,0.133007397359,0.00742463267406,0.02,0.03,0.05,0.02,0.01,17.9143404392
305,0.14,0.09,0.05,0.02,0.02,0.04,0.02,0.03,0.07,0.04,0.07,0.06,0.02,0.05,0.03,0.05,0.03,0.01,0.01,0.0758753961508,0.00686733969219,0.09,0.01,0.01,0.03,0.01,11.0487320493
306,0.01,0.15,0.07,0.03,0.01,0.04,0.03,0.06,0.02,0.08,0.1,0.06,0.04,0.05,0.03,0.02,0.01,0.03,0.05,0.139470966442,0.00738075881718,0.01,0.04,0.02,0.03,0.01,18.8965619791
307,0.02,0.08,0.02,0.08,0.02,0.01,0.01,0.07,0.03,0.06,0.04,0.05,0.01,0.02,0.07,0.14,0.04,0.02,0.01,0.154612991265,0.00709090631665,0.02,0.03,0.01,0.09,0.05,21.8044047348
308,0.02,0.04,0.03,0.08,0.03,0.02,0.1,0.01,0.12,0.02,0.09,0.01,0.01,0.1,0.05,0.01,0.06,0.04,0.04,0.0836253991482,0.00672133228248,0.03,0.02,0.03,0.02,0.02,12.4417891623
309,0.02,0.11,0.01,0.01,0.07,0.02,0.01,0.02,0.02,0.06,0.01,0.07,0.02,0.01,0.01,0.01,0.13,0.02,0.14,0.156550571052,0.00691010090997,0.04,0.02,0.04,0.08,0.05,22.6553234303
310,0.03,0.06,0.18,0.01,0.06,0.01,0.02,0.04,0.04,0.02,0.05,0.02,0.04,0.04,0.01,0.03,0.08,0.09,0.01,0.131559201036,0.00728593811603,0.06,0.02,0.02,0.05,0.01,18.0565905091
311,0.01,0.16,0.01,0.03,0.01,0.01,0.03,0.01,0.03,0.01,0.01,0.01,0.03,0.01,0.01,0.17,0.08,0.06,0.09,0.170499465842,0.00855500276224,0.01,0.08,0.04,0.07,0.02,19.9297967027
312,0.07,0.04,0.01,0.01,0.03,0.01,0.02,0.02,0.03,0.04,0.04,0.18,0.01,0.07,0.09,0.02,0.02,0.02,0.01,0.122314378878,0.00635318668446,0.02,0.01,0.06,0.01,0.16,19.2524452614
313,0.16,0.06,0.02,0.04,0.02,0.04,0.02,0.02,0.03,0.05,0.04,0.02,0.01,0.01,0.01,0.09,0.01,0.02,0.02,0.0925507220398,0.00868750215745,0.04,0.09,0.1,0.01,0.07,10.6533178769
314,0.07,0.03,0.02,0.1,0.01,0.03,0.03,0.02,0.01,0.05,0.04,0.01,0.01,0.12,0.04,0.07,0.04,0.13,0.01,0.101106824227,0.00668379326977,0.01,0.04,0.04,0.02,0.05,15.1271620989
315,0.06,0.06,0.03,0.09,0.01,0.04,0.06,0.02,0.05,0.01,0.11,0.02,0.02,0.03,0.03,0.02,0.02,0.1,0.06,0.076893036757,0.0065007459634,0.08,0.02,0.02,0.03,0.01,11.8283404997
316,0.04,0.05,0.02,0.01,0.01,0.03,0.04,0.02,0.08,0.01,0.03,0.03,0.02,0.02,0.01,0.08,0.04,0.08,0.11,0.135697757071,0.00746334944213,0.01,0.05,0.11,0.02,0.08,18.1818844372
317,0.04,0.02,0.02,0.11,0.04,0.03,0.01,0.01,0.02,0.03,0.04,0.05,0.09,0.08,0.01,0.01,0.05,0.13,0.09,0.099616720124,0.00652543359303,0.02,0.04,0.01,0.04,0.01,15.2659158512
318,0.04,0.03,0.01,0.07,0.01,0.01,0.03,0.15,0.05,0.02,0.03,0.01,0.06,0.01,0.05,0.04,0.01,0.15,0.02,0.103244991126,0.00739102015029,0.05,0.04,0.01,0.06,0.04,13.9689770866
319,0.02,0.12,0.06,0.07,0.02,0.06,0.01,0.02,0.03,0.09,0.07,0.05,0.04,0.05,0.01,0.01,0.09,0.07,0.01,0.147801456468,0.00645587171752,0.01,0.01,0.03,0.04,0.01,22.8941129774
320,0.02,0.02,0.1,0.03,0.03,0.06,0.06,0.01,0.01,0.05,0.04,0.05,0.15,0.01,0.08,0.02,0.01,0.01,0.01,0.099925562796,0.00736534994101,0.02,0.02,0.1,0.05,0.04,13.5669810119
321,0.02,0.01,0.02,0.04,0.04,0.03,0.12,0.03,0.1,0.01,0.01,0.04,0.03,0.11,0.01,0.07,0.01,0.01,0.01,0.0777892245927,0.00803604734336,0.06,0.07,0.04,0.06,0.05,9.68003562809
322,0.04,0.05,0.01,0.08,0.02,0.01,0.01,0.13,0.02,0.02,0.07,0.07,0.05,0.01,0.07,0.01,0.01,0.01,0.11,0.111271515042,0.00669706391216,0.07,0.01,0.01,0.04,0.07,16.6149698586
323,0.04,0.01,0.01,0.01,0.01,0.05,0.05,0.12,0.01,0.07,0.01,0.04,0.02,0.01,0.01,0.02,0.02,0.01,0.07,0.1075043052,0.0122246259456,0.05,0.19,0.01,0.11,0.05,8.79407727309
324,0.02,0.03,0.01,0.01,0.15,0.08,0.02,0.08,0.01,0.02,0.01,0.01,0.01,0.02,0.11,0.04,0.02,0.04,0.11,0.114272186858,0.00824737539984,0.09,0.04,0.04,0.02,0.01,13.8555820874
325,0.04,0.07,0.03,0.02,0.04,0.03,0.06,0.02,0.02,0.05,0.01,0.04,0.01,0.05,0.04,0.01,0.06,0.02,0.01,0.106131453777,0.0109626830433,0.05,0.15,0.01,0.15,0.01,9.68115682611
326,0.01,0.04,0.02,0.04,0.06,0.08,0.02,0.13,0.02,0.01,0.06,0.08,0.02,0.05,0.02,0.02,0.05,0.02,0.02,0.13010719244,0.00858026969306,0.04,0.09,0.02,0.03,0.05,15.1635318112
327,0.01,0.01,0.03,0.05,0.05,0.1,0.01,0.06,0.09,0.01,0.01,0.05,0.03,0.03,0.09,0.05,0.02,0.02,0.1,0.128127181624,0.00671057480568,0.06,0.01,0.05,0.01,0.05,19.0933243924
328,0.08,0.01,0.03,0.11,0.05,0.07,0.03,0.02,0.02,0.01,0.03,0.03,0.01,0.03,0.02,0.03,0.1,0.11,0.01,0.0875875486446,0.00710799035508,0.01,0.05,0.06,0.06,0.02,12.3224067942
329,0.03,0.02,0.01,0.12,0.03,0.01,0.16,0.04,0.05,0.01,0.08,0.06,0.04,0.05,0.01,0.04,0.04,0.02,0.01,0.0370261729668,0.00681844801393,0.03,0.01,0.05,0.06,0.02,5.43029335872
330,0.02,0.02,0.03,0.04,0.03,0.01,0.02,0.01,0.06,0.07,0.01,0.05,0.02,0.23,0.05,0.03,0.03,0.06,0.06,0.122658872299,0.00680414752902,0.04,0.01,0.05,0.03,0.02,18.0270741891
331,0.03,0.06,0.13,0.05,0.03,0.08,0.01,0.01,0.02,0.02,0.07,0.11,0.01,0.05,0.01,0.01,0.03,0.01,0.06,0.120132104102,0.00789758771792,0.01,0.06,0.04,0.08,0.01,15.2112402411
332,0.03,0.02,0.03,0.01,0.09,0.04,0.04,0.01,0.05,0.18,0.02,0.03,0.06,0.02,0.06,0.01,0.03,0.02,0.04,0.135810354376,0.00809589680455,0.01,0.08,0.02,0.01,0.09,16.7752081893
333,0.03,0.02,0.03,0.01,0.13,0.07,0.01,0.02,0.05,0.02,0.04,0.09,0.02,0.03,0.05,0.05,0.03,0.01,0.02,0.121989120176,0.00737014508237,0.05,0.01,0.01,0.12,0.08,16.551793596
334,0.05,0.06,0.01,0.02,0.01,0.06,0.01,0.02,0.13,0.03,0.03,0.12,0.01,0.05,0.02,0.15,0.01,0.01,0.04,0.132887767576,0.00725261154558,0.02,0.04,0.02,0.06,0.02,18.3227471568
335,0.05,0.02,0.05,0.03,0.05,0.05,0.01,0.08,0.02,0.02,0.02,0.02,0.01,0.05,0.1,0.04,0.05,0.03,0.09,0.121697615659,0.00672207127961,0.03,0.02,0.02,0.01,0.13,18.1041840524
336,0.05,0.07,0.01,0.02,0.03,0.04,0.03,0.07,0.05,0.05,0.04,0.01,0.06,0.07,0.06,0.01,0.02,0.02,0.02,0.125441196652,0.00831110593686,0.01,0.09,0.04,0.02,0.11,15.0932015071
337,0.03,0.04,0.01,0.03,0.01,0.02,0.03,0.08,0.07,0.01,0.04,0.05,0.01,0.09,0.09,0.05,0.01,0.05,0.08,0.115108563635,0.00661733371948,0.07,0.01,0.03,0.03,0.06,17.3950065865
338,0.01,0.06,0.01,0.09,0.08,0.14,0.01,0.04,0.01,0.06,0.01,0.02,0.04,0.05,0.01,0.03,0.04,0.07,0.11,0.122074413723,0.00641118100838,0.05,0.01,0.01,0.01,0.03,19.0408621381
339,0.02,0.03,0.02,0.03,0.07,0.04,0.04,0.01,0.1,0.02,0.01,0.08,0.04,0.01,0.03,0.05,0.11,0.04,0.01,0.142279819839,0.00754707813413,0.05,0.04,0.12,0.02,0.01,18.8523051319
340,0.03,0.03,0.03,0.02,0.03,0.09,0.01,0.24,0.03,0.06,0.01,0.04,0.03,0.05,0.01,0.01,0.02,0.02,0.01,0.122339950956,0.0108791193091,0.02,0.14,0.01,0.04,0.02,11.2453910542
341,0.04,0.01,0.05,0.02,0.01,0.01,0.13,0.01,0.12,0.02,0.01,0.02,0.03,0.05,0.04,0.08,0.03,0.01,0.09,0.0651269003253,0.00907991633906,0.01,0.1,0.02,0.06,0.03,7.17263220203
342,0.07,0.02,0.09,0.02,0.13,0.02,0.08,0.01,0.01,0.01,0.17,0.03,0.03,0.01,0.01,0.04,0.02,0.06,0.01,0.0644798275169,0.0074990431823,0.1,0.01,0.01,0.01,0.03,8.59840728336
343,0.03,0.05,0.01,0.02,0.05,0.06,0.02,0.03,0.03,0.06,0.01,0.02,0.03,0.01,0.04,0.07,0.14,0.03,0.03,0.133337227318,0.0074606497842,0.06,0.02,0.01,0.15,0.02,17.8720662643
